Product Type,Manufacturer name,Manufacturer shipping cost,Manufacturer shipping time,Manufacturer transport mode,Manufacturer routes ,Manufacturer destinations,Product ID,Manufacturer cost,Manufacturer defect rates
Tablet,Manufacturer 3,6.75,9,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5dc5,165,0.5
Phone,Manufacturer 2,6.33,7,rail,Route 15,Distributor 1,65046f7afc13ae03cdfd5dc6,120,0.3
Laptop,Manufacturer 1,8.48,2,air,Route 13,Distributor 2,65046f7afc13ae03cdfd5dc7,470,0.8
Tablet,Manufacturer 1,4.11,2,rail,Route 12,Distributor 1,65046f7afc13ae03cdfd5dc8,160,0.1
Phone,Manufacturer 3,7.32,11,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5dc9,133,0.4
Laptop,Manufacturer 2,5.6,2,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5dca,400,0.1
Tablet,Manufacturer 2,3.84,8,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5dcb,170,1.0
Phone,Manufacturer 3,7.13,8,air,Route 16,Distributor 3,65046f7afc13ae03cdfd5dcc,133,0.4
Laptop,Manufacturer 2,8.85,9,air,Route 12,Distributor 4,65046f7afc13ae03cdfd5dcd,400,0.1
Tablet,Manufacturer 1,4.68,2,road,Route 11,Distributor 1,65046f7afc13ae03cdfd5dce,160,0.1
Phone,Manufacturer 3,6.68,10,road,Route 12,Distributor 1,65046f7afc13ae03cdfd5dcf,133,0.4
Laptop,Manufacturer 1,9.64,8,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5dd0,470,0.8
Tablet,Manufacturer 2,9.3,3,road,Route 15,Distributor 1,65046f7afc13ae03cdfd5dd1,170,1.0
Phone,Manufacturer 1,4.9,7,road,Route 12,Distributor 4,65046f7afc13ae03cdfd5dd2,100,0.6
Laptop,Manufacturer 3,8.17,4,air,Route 13,Distributor 3,65046f7afc13ae03cdfd5dd3,480,0.4
Tablet,Manufacturer 1,3.94,1,air,Route 11,Distributor 4,65046f7afc13ae03cdfd5dd4,160,0.1
Phone,Manufacturer 1,4.28,1,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5dd5,100,0.6
Laptop,Manufacturer 2,3.96,10,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5dd6,400,0.1
Tablet,Manufacturer 3,3.81,7,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5dd7,165,0.5
Phone,Manufacturer 2,9.1,9,sea,Route 14,Distributor 2,65046f7afc13ae03cdfd5dd8,120,0.3
Laptop,Manufacturer 3,3.02,7,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5dd9,480,0.4
Tablet,Manufacturer 3,3.39,2,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5dda,165,0.5
Phone,Manufacturer 1,5.8,1,rail,Route 15,Distributor 1,65046f7afc13ae03cdfd5ddb,100,0.6
Laptop,Manufacturer 1,7.13,4,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5ddc,470,0.8
Tablet,Manufacturer 3,6.88,7,air,Route 11,Distributor 4,65046f7afc13ae03cdfd5ddd,165,0.5
Phone,Manufacturer 2,7.05,9,sea,Route 13,Distributor 4,65046f7afc13ae03cdfd5dde,120,0.3
Laptop,Manufacturer 1,4.63,6,road,Route 15,Distributor 4,65046f7afc13ae03cdfd5ddf,470,0.8
Tablet,Manufacturer 1,7.61,11,sea,Route 13,Distributor 1,65046f7afc13ae03cdfd5de0,160,0.1
Phone,Manufacturer 2,3.3,2,road,Route 11,Distributor 1,65046f7afc13ae03cdfd5de1,120,0.3
Laptop,Manufacturer 1,8.87,7,road,Route 12,Distributor 1,65046f7afc13ae03cdfd5de2,470,0.8
Tablet,Manufacturer 2,7.49,9,road,Route 15,Distributor 1,65046f7afc13ae03cdfd5de3,170,1.0
Phone,Manufacturer 1,8.64,7,air,Route 11,Distributor 3,65046f7afc13ae03cdfd5de4,100,0.6
Laptop,Manufacturer 1,6.93,9,air,Route 11,Distributor 4,65046f7afc13ae03cdfd5de5,470,0.8
Tablet,Manufacturer 2,9.58,1,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5de6,170,1.0
Phone,Manufacturer 1,7.74,1,rail,Route 15,Distributor 4,65046f7afc13ae03cdfd5de7,100,0.6
Laptop,Manufacturer 1,6.77,4,road,Route 11,Distributor 3,65046f7afc13ae03cdfd5de8,470,0.8
Tablet,Manufacturer 3,3.68,7,road,Route 11,Distributor 1,65046f7afc13ae03cdfd5de9,165,0.5
Phone,Manufacturer 2,9.8,12,rail,Route 15,Distributor 1,65046f7afc13ae03cdfd5dea,120,0.3
Laptop,Manufacturer 1,4.59,2,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5deb,470,0.8
Tablet,Manufacturer 1,4.04,10,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5dec,160,0.1
Phone,Manufacturer 2,4.04,7,sea,Route 16,Distributor 4,65046f7afc13ae03cdfd5ded,120,0.3
Laptop,Manufacturer 3,6.2,2,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5dee,480,0.4
Tablet,Manufacturer 2,6.31,4,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5def,170,1.0
Phone,Manufacturer 1,4.95,5,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5df0,100,0.6
Laptop,Manufacturer 3,8.65,10,road,Route 15,Distributor 4,65046f7afc13ae03cdfd5df1,480,0.4
Tablet,Manufacturer 2,9.88,7,sea,Route 13,Distributor 2,65046f7afc13ae03cdfd5df2,170,1.0
Phone,Manufacturer 3,4.55,2,air,Route 12,Distributor 3,65046f7afc13ae03cdfd5df3,133,0.4
Laptop,Manufacturer 2,5.71,12,air,Route 16,Distributor 1,65046f7afc13ae03cdfd5df4,400,0.1
Tablet,Manufacturer 1,8.75,11,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5df5,160,0.1
Phone,Manufacturer 3,9.32,4,air,Route 12,Distributor 3,65046f7afc13ae03cdfd5df6,133,0.4
Laptop,Manufacturer 2,8.23,7,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5df7,400,0.1
Tablet,Manufacturer 2,7.66,5,sea,Route 13,Distributor 2,65046f7afc13ae03cdfd5df8,170,1.0
Phone,Manufacturer 2,9.38,2,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5df9,120,0.3
Laptop,Manufacturer 2,8.49,7,rail,Route 15,Distributor 4,65046f7afc13ae03cdfd5dfa,400,0.1
Tablet,Manufacturer 1,6.77,9,sea,Route 14,Distributor 2,65046f7afc13ae03cdfd5dfb,160,0.1
Phone,Manufacturer 1,9.81,11,air,Route 13,Distributor 1,65046f7afc13ae03cdfd5dfc,100,0.6
Laptop,Manufacturer 1,4.66,4,rail,Route 11,Distributor 1,65046f7afc13ae03cdfd5dfd,470,0.8
Tablet,Manufacturer 2,3.77,6,road,Route 15,Distributor 2,65046f7afc13ae03cdfd5dfe,170,1.0
Phone,Manufacturer 1,7.24,5,rail,Route 11,Distributor 2,65046f7afc13ae03cdfd5dff,100,0.6
Laptop,Manufacturer 2,6.11,4,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5e00,400,0.1
Tablet,Manufacturer 2,6.37,6,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5e01,170,1.0
Phone,Manufacturer 2,5.21,7,rail,Route 15,Distributor 4,65046f7afc13ae03cdfd5e02,120,0.3
Laptop,Manufacturer 2,3.67,12,air,Route 13,Distributor 4,65046f7afc13ae03cdfd5e03,400,0.1
Tablet,Manufacturer 1,8.15,7,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5e04,160,0.1
Phone,Manufacturer 1,6.63,4,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5e05,100,0.6
Laptop,Manufacturer 1,9.36,9,air,Route 13,Distributor 4,65046f7afc13ae03cdfd5e06,470,0.8
Tablet,Manufacturer 2,8.66,6,road,Route 11,Distributor 1,65046f7afc13ae03cdfd5e07,170,1.0
Phone,Manufacturer 3,8.72,10,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5e08,133,0.4
Laptop,Manufacturer 1,8.08,4,air,Route 16,Distributor 1,65046f7afc13ae03cdfd5e09,470,0.8
Tablet,Manufacturer 2,6.64,3,road,Route 15,Distributor 2,65046f7afc13ae03cdfd5e0a,170,1.0
Phone,Manufacturer 2,8.9,9,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5e0b,120,0.3
Laptop,Manufacturer 2,9.79,9,sea,Route 16,Distributor 1,65046f7afc13ae03cdfd5e0c,400,0.1
Tablet,Manufacturer 2,8.27,7,rail,Route 11,Distributor 3,65046f7afc13ae03cdfd5e0d,170,1.0
Phone,Manufacturer 2,5.33,9,rail,Route 11,Distributor 2,65046f7afc13ae03cdfd5e0e,120,0.3
Laptop,Manufacturer 2,8.12,5,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5e0f,400,0.1
Tablet,Manufacturer 2,7.85,3,road,Route 12,Distributor 2,65046f7afc13ae03cdfd5e10,170,1.0
Phone,Manufacturer 3,9.7,6,sea,Route 16,Distributor 4,65046f7afc13ae03cdfd5e11,133,0.4
Laptop,Manufacturer 2,3.68,5,road,Route 15,Distributor 4,65046f7afc13ae03cdfd5e12,400,0.1
Tablet,Manufacturer 1,9.03,8,rail,Route 15,Distributor 3,65046f7afc13ae03cdfd5e13,160,0.1
Phone,Manufacturer 2,9.54,2,road,Route 11,Distributor 1,65046f7afc13ae03cdfd5e14,120,0.3
Laptop,Manufacturer 1,4.91,1,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5e15,470,0.8
Tablet,Manufacturer 2,7.54,1,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5e16,170,1.0
Phone,Manufacturer 2,3.21,7,air,Route 13,Distributor 2,65046f7afc13ae03cdfd5e17,120,0.3
Laptop,Manufacturer 1,4.75,9,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5e18,470,0.8
Tablet,Manufacturer 2,7.37,8,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5e19,170,1.0
Phone,Manufacturer 1,8.67,11,sea,Route 16,Distributor 3,65046f7afc13ae03cdfd5e1a,100,0.6
Laptop,Manufacturer 2,8.0,12,air,Route 13,Distributor 1,65046f7afc13ae03cdfd5e1b,400,0.1
Tablet,Manufacturer 2,5.69,11,road,Route 11,Distributor 2,65046f7afc13ae03cdfd5e1c,170,1.0
Phone,Manufacturer 2,8.21,4,air,Route 11,Distributor 2,65046f7afc13ae03cdfd5e1d,120,0.3
Laptop,Manufacturer 1,9.01,9,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5e1e,470,0.8
Tablet,Manufacturer 1,4.51,5,sea,Route 14,Distributor 2,65046f7afc13ae03cdfd5e1f,160,0.1
Phone,Manufacturer 2,8.38,4,sea,Route 14,Distributor 2,65046f7afc13ae03cdfd5e20,120,0.3
Laptop,Manufacturer 2,6.64,7,air,Route 13,Distributor 4,65046f7afc13ae03cdfd5e21,400,0.1
Tablet,Manufacturer 3,4.84,10,road,Route 12,Distributor 4,65046f7afc13ae03cdfd5e22,165,0.5
Phone,Manufacturer 2,3.66,6,air,Route 11,Distributor 1,65046f7afc13ae03cdfd5e23,120,0.3
Laptop,Manufacturer 1,4.1,9,air,Route 11,Distributor 4,65046f7afc13ae03cdfd5e24,470,0.8
Tablet,Manufacturer 3,7.16,1,rail,Route 11,Distributor 2,65046f7afc13ae03cdfd5e25,165,0.5
Phone,Manufacturer 3,4.81,9,sea,Route 16,Distributor 2,65046f7afc13ae03cdfd5e26,133,0.4
Laptop,Manufacturer 3,6.2,11,sea,Route 14,Distributor 1,65046f7afc13ae03cdfd5e27,480,0.4
Tablet,Manufacturer 2,4.54,7,road,Route 12,Distributor 1,65046f7afc13ae03cdfd5e28,170,1.0
Phone,Manufacturer 2,7.8,1,road,Route 15,Distributor 1,65046f7afc13ae03cdfd5e29,120,0.3
Laptop,Manufacturer 1,8.45,3,air,Route 12,Distributor 3,65046f7afc13ae03cdfd5e2a,470,0.8
Tablet,Manufacturer 3,3.55,6,road,Route 12,Distributor 4,65046f7afc13ae03cdfd5e2b,165,0.5
Phone,Manufacturer 1,8.72,11,air,Route 11,Distributor 1,65046f7afc13ae03cdfd5e2c,100,0.6
Laptop,Manufacturer 3,4.83,4,rail,Route 11,Distributor 3,65046f7afc13ae03cdfd5e2d,480,0.4
Tablet,Manufacturer 1,4.61,9,air,Route 12,Distributor 3,65046f7afc13ae03cdfd5e2e,160,0.1
Phone,Manufacturer 2,5.19,8,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5e2f,120,0.3
Laptop,Manufacturer 1,7.58,10,sea,Route 14,Distributor 4,65046f7afc13ae03cdfd5e30,470,0.8
Tablet,Manufacturer 1,7.1,8,road,Route 15,Distributor 3,65046f7afc13ae03cdfd5e31,160,0.1
Phone,Manufacturer 2,6.57,1,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5e32,120,0.3
Laptop,Manufacturer 1,3.89,1,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5e33,470,0.8
Tablet,Manufacturer 2,5.07,11,road,Route 11,Distributor 4,65046f7afc13ae03cdfd5e34,170,1.0
Phone,Manufacturer 1,7.27,1,sea,Route 13,Distributor 4,65046f7afc13ae03cdfd5e35,100,0.6
Laptop,Manufacturer 3,4.05,10,sea,Route 13,Distributor 1,65046f7afc13ae03cdfd5e36,480,0.4
Tablet,Manufacturer 2,7.02,1,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5e37,170,1.0
Phone,Manufacturer 1,7.97,10,road,Route 12,Distributor 4,65046f7afc13ae03cdfd5e38,100,0.6
Laptop,Manufacturer 3,8.93,3,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5e39,480,0.4
Tablet,Manufacturer 3,4.7,6,air,Route 13,Distributor 2,65046f7afc13ae03cdfd5e3a,165,0.5
Phone,Manufacturer 2,6.58,9,air,Route 12,Distributor 1,65046f7afc13ae03cdfd5e3b,120,0.3
Laptop,Manufacturer 1,6.33,11,sea,Route 14,Distributor 3,65046f7afc13ae03cdfd5e3c,470,0.8
Tablet,Manufacturer 2,4.3,9,air,Route 13,Distributor 3,65046f7afc13ae03cdfd5e3d,170,1.0
Phone,Manufacturer 3,8.5,8,rail,Route 12,Distributor 4,65046f7afc13ae03cdfd5e3e,133,0.4
Laptop,Manufacturer 2,5.27,7,rail,Route 11,Distributor 4,65046f7afc13ae03cdfd5e3f,400,0.1
Tablet,Manufacturer 1,5.66,5,road,Route 15,Distributor 2,65046f7afc13ae03cdfd5e40,160,0.1
Phone,Manufacturer 3,7.54,12,road,Route 11,Distributor 1,65046f7afc13ae03cdfd5e41,133,0.4
Phone,Manufacturer 1,5.1,9,road,Route 11,Distributor 2,65046f98fc13ae02b6fd5476,100,0.6
Laptop,Manufacturer 3,8.5,4,sea,Route 13,Distributor 2,65046f98fc13ae02b6fd5477,480,0.4
Tablet,Manufacturer 1,6.14,12,air,Route 13,Distributor 1,65046f98fc13ae02b6fd5478,160,0.1
Phone,Manufacturer 2,6.58,9,sea,Route 14,Distributor 4,65046f98fc13ae02b6fd5479,120,0.3
Laptop,Manufacturer 3,9.1,12,sea,Route 13,Distributor 4,65046f98fc13ae02b6fd547a,480,0.4
Tablet,Manufacturer 3,6.96,7,road,Route 12,Distributor 4,65046f98fc13ae02b6fd547b,165,0.5
Phone,Manufacturer 2,7.46,1,sea,Route 14,Distributor 2,65046f98fc13ae02b6fd547c,120,0.3
Laptop,Manufacturer 2,3.52,9,road,Route 15,Distributor 3,65046f98fc13ae02b6fd547d,400,0.1
Tablet,Manufacturer 3,5.49,4,road,Route 11,Distributor 4,65046f98fc13ae02b6fd547e,165,0.5
Phone,Manufacturer 1,4.38,6,rail,Route 12,Distributor 3,65046f98fc13ae02b6fd547f,100,0.6
Laptop,Manufacturer 1,5.7,3,air,Route 12,Distributor 1,65046f98fc13ae02b6fd5480,470,0.8
Tablet,Manufacturer 2,8.05,12,rail,Route 15,Distributor 1,65046f98fc13ae02b6fd5481,170,1.0
Phone,Manufacturer 1,4.84,1,air,Route 13,Distributor 4,65046f98fc13ae02b6fd5482,100,0.6
Laptop,Manufacturer 3,6.59,4,rail,Route 11,Distributor 1,65046f98fc13ae02b6fd5483,480,0.4
Tablet,Manufacturer 2,5.9,9,rail,Route 12,Distributor 1,65046f98fc13ae02b6fd5484,170,1.0
Phone,Manufacturer 1,3.36,4,road,Route 11,Distributor 4,65046f98fc13ae02b6fd5485,100,0.6
Laptop,Manufacturer 3,3.91,7,road,Route 11,Distributor 2,65046f98fc13ae02b6fd5486,480,0.4
Tablet,Manufacturer 3,5.09,1,rail,Route 11,Distributor 3,65046f98fc13ae02b6fd5487,165,0.5
Phone,Manufacturer 1,9.31,2,rail,Route 15,Distributor 3,65046f98fc13ae02b6fd5488,100,0.6
Laptop,Manufacturer 3,4.99,5,air,Route 13,Distributor 4,65046f98fc13ae02b6fd5489,480,0.4
Tablet,Manufacturer 1,4.75,8,road,Route 12,Distributor 4,65046f98fc13ae02b6fd548a,160,0.1
Phone,Manufacturer 1,9.9,11,road,Route 11,Distributor 1,65046f98fc13ae02b6fd548b,100,0.6
Laptop,Manufacturer 3,3.99,8,rail,Route 15,Distributor 3,65046f98fc13ae02b6fd548c,480,0.4
Tablet,Manufacturer 2,5.52,8,air,Route 16,Distributor 3,65046f98fc13ae02b6fd548d,170,1.0
Phone,Manufacturer 2,4.31,5,road,Route 12,Distributor 1,65046f98fc13ae02b6fd548e,120,0.3
Laptop,Manufacturer 2,5.93,3,sea,Route 16,Distributor 4,65046f98fc13ae02b6fd548f,400,0.1
Tablet,Manufacturer 1,9.81,7,sea,Route 13,Distributor 3,65046f98fc13ae02b6fd5490,160,0.1
Phone,Manufacturer 2,4.77,6,rail,Route 11,Distributor 4,65046f98fc13ae02b6fd5491,120,0.3
Laptop,Manufacturer 3,8.16,7,road,Route 11,Distributor 4,65046f98fc13ae02b6fd5492,480,0.4
Tablet,Manufacturer 2,5.8,6,sea,Route 16,Distributor 3,65046f98fc13ae02b6fd5493,170,1.0
Phone,Manufacturer 3,3.77,11,sea,Route 13,Distributor 4,65046f98fc13ae02b6fd5494,133,0.4
Laptop,Manufacturer 3,6.98,7,sea,Route 16,Distributor 3,65046f98fc13ae02b6fd5495,480,0.4
Tablet,Manufacturer 2,7.47,3,rail,Route 11,Distributor 4,65046f98fc13ae02b6fd5496,170,1.0
Phone,Manufacturer 3,3.53,3,air,Route 11,Distributor 3,65046f98fc13ae02b6fd5497,133,0.4
Laptop,Manufacturer 1,6.78,6,sea,Route 16,Distributor 2,65046f98fc13ae02b6fd5498,470,0.8
Tablet,Manufacturer 1,7.65,9,air,Route 11,Distributor 3,65046f98fc13ae02b6fd5499,160,0.1
Phone,Manufacturer 1,3.1,7,air,Route 11,Distributor 4,65046f98fc13ae02b6fd549a,100,0.6
Laptop,Manufacturer 3,7.75,1,sea,Route 16,Distributor 4,65046f98fc13ae02b6fd549b,480,0.4
Tablet,Manufacturer 3,5.42,12,rail,Route 11,Distributor 2,65046f98fc13ae02b6fd549c,165,0.5
Phone,Manufacturer 1,8.07,1,air,Route 13,Distributor 4,65046f98fc13ae02b6fd549d,100,0.6
Laptop,Manufacturer 2,6.85,2,air,Route 11,Distributor 2,65046f98fc13ae02b6fd549e,400,0.1
Tablet,Manufacturer 3,4.27,2,rail,Route 12,Distributor 4,65046f98fc13ae02b6fd549f,165,0.5
Phone,Manufacturer 2,3.94,8,sea,Route 16,Distributor 1,65046f98fc13ae02b6fd54a0,120,0.3
Laptop,Manufacturer 2,6.43,10,road,Route 12,Distributor 2,65046f98fc13ae02b6fd54a1,400,0.1
Tablet,Manufacturer 2,9.86,6,air,Route 11,Distributor 1,65046f98fc13ae02b6fd54a2,170,1.0
Phone,Manufacturer 1,3.83,9,sea,Route 16,Distributor 1,65046f98fc13ae02b6fd54a3,100,0.6
Laptop,Manufacturer 1,4.5,8,air,Route 11,Distributor 4,65046f98fc13ae02b6fd54a4,470,0.8
Tablet,Manufacturer 2,9.99,8,air,Route 13,Distributor 2,65046f98fc13ae02b6fd54a5,170,1.0
Phone,Manufacturer 1,6.44,7,road,Route 11,Distributor 3,65046f98fc13ae02b6fd54a6,100,0.6
Laptop,Manufacturer 2,9.36,11,sea,Route 16,Distributor 2,65046f98fc13ae02b6fd54a7,400,0.1
Tablet,Manufacturer 2,4.41,6,air,Route 12,Distributor 2,65046f98fc13ae02b6fd54a8,170,1.0
Phone,Manufacturer 1,6.2,11,rail,Route 15,Distributor 1,65046f98fc13ae02b6fd54a9,100,0.6
Laptop,Manufacturer 3,8.56,9,sea,Route 13,Distributor 1,65046f98fc13ae02b6fd54aa,480,0.4
Tablet,Manufacturer 2,8.2,5,air,Route 11,Distributor 3,65046f98fc13ae02b6fd54ab,170,1.0
Phone,Manufacturer 3,6.44,7,rail,Route 11,Distributor 1,65046f98fc13ae02b6fd54ac,133,0.4
Laptop,Manufacturer 2,3.36,10,sea,Route 14,Distributor 4,65046f98fc13ae02b6fd54ad,400,0.1
Tablet,Manufacturer 3,9.63,10,air,Route 12,Distributor 3,65046f98fc13ae02b6fd54ae,165,0.5
Phone,Manufacturer 2,8.52,4,rail,Route 11,Distributor 2,65046f98fc13ae02b6fd54af,120,0.3
Laptop,Manufacturer 2,8.26,11,road,Route 11,Distributor 4,65046f98fc13ae02b6fd54b0,400,0.1
Tablet,Manufacturer 1,5.97,1,rail,Route 15,Distributor 3,65046f98fc13ae02b6fd54b1,160,0.1
Phone,Manufacturer 2,4.81,8,rail,Route 12,Distributor 3,65046f98fc13ae02b6fd54b2,120,0.3
Laptop,Manufacturer 2,4.42,4,rail,Route 15,Distributor 2,65046f98fc13ae02b6fd54b3,400,0.1
Tablet,Manufacturer 3,6.53,9,road,Route 11,Distributor 2,65046f98fc13ae02b6fd54b4,165,0.5
Phone,Manufacturer 3,9.56,8,air,Route 11,Distributor 4,65046f98fc13ae02b6fd54b5,133,0.4
Laptop,Manufacturer 2,9.28,8,rail,Route 12,Distributor 4,65046f98fc13ae02b6fd54b6,400,0.1
Tablet,Manufacturer 3,9.43,2,road,Route 15,Distributor 4,65046f98fc13ae02b6fd54b7,165,0.5
Phone,Manufacturer 3,3.57,3,rail,Route 15,Distributor 1,65046f98fc13ae02b6fd54b8,133,0.4
Laptop,Manufacturer 1,8.95,7,sea,Route 13,Distributor 3,65046f98fc13ae02b6fd54b9,470,0.8
Tablet,Manufacturer 1,4.68,6,road,Route 12,Distributor 1,65046f98fc13ae02b6fd54ba,160,0.1
Phone,Manufacturer 2,4.18,7,air,Route 13,Distributor 2,65046f98fc13ae02b6fd54bb,120,0.3
Laptop,Manufacturer 3,7.52,8,road,Route 11,Distributor 4,65046f98fc13ae02b6fd54bc,480,0.4
Tablet,Manufacturer 1,7.63,5,rail,Route 12,Distributor 3,65046f98fc13ae02b6fd54bd,160,0.1
Phone,Manufacturer 2,8.21,5,air,Route 16,Distributor 3,65046f98fc13ae02b6fd54be,120,0.3
Laptop,Manufacturer 3,5.31,7,rail,Route 15,Distributor 3,65046f98fc13ae02b6fd54bf,480,0.4
Tablet,Manufacturer 1,3.9,11,air,Route 13,Distributor 3,65046f98fc13ae02b6fd54c0,160,0.1
Phone,Manufacturer 1,4.21,9,air,Route 11,Distributor 2,65046f98fc13ae02b6fd54c1,100,0.6
Laptop,Manufacturer 1,8.69,4,sea,Route 14,Distributor 3,65046f98fc13ae02b6fd54c2,470,0.8
Tablet,Manufacturer 3,5.98,7,road,Route 12,Distributor 2,65046f98fc13ae02b6fd54c3,165,0.5
Phone,Manufacturer 2,5.82,7,road,Route 12,Distributor 1,65046f98fc13ae02b6fd54c4,120,0.3
Laptop,Manufacturer 1,8.06,2,rail,Route 11,Distributor 4,65046f98fc13ae02b6fd54c5,470,0.8
Tablet,Manufacturer 2,5.03,10,air,Route 13,Distributor 1,65046f98fc13ae02b6fd54c6,170,1.0
Phone,Manufacturer 2,4.09,7,air,Route 11,Distributor 2,65046f98fc13ae02b6fd54c7,120,0.3
Laptop,Manufacturer 2,9.56,11,rail,Route 11,Distributor 4,65046f98fc13ae02b6fd54c8,400,0.1
Tablet,Manufacturer 1,7.26,6,rail,Route 15,Distributor 3,65046f98fc13ae02b6fd54c9,160,0.1
Phone,Manufacturer 3,5.56,1,sea,Route 14,Distributor 3,65046f98fc13ae02b6fd54ca,133,0.4
Laptop,Manufacturer 1,8.42,2,road,Route 12,Distributor 3,65046f98fc13ae02b6fd54cb,470,0.8
Tablet,Manufacturer 3,7.04,1,road,Route 15,Distributor 2,65046f98fc13ae02b6fd54cc,165,0.5
Phone,Manufacturer 2,6.78,6,air,Route 16,Distributor 4,65046f98fc13ae02b6fd54cd,120,0.3
Laptop,Manufacturer 3,7.89,10,road,Route 12,Distributor 2,65046f98fc13ae02b6fd54ce,480,0.4
Tablet,Manufacturer 1,8.29,4,road,Route 15,Distributor 4,65046f98fc13ae02b6fd54cf,160,0.1
Phone,Manufacturer 3,3.11,6,road,Route 15,Distributor 4,65046f98fc13ae02b6fd54d0,133,0.4
Laptop,Manufacturer 2,5.75,6,sea,Route 14,Distributor 1,65046f98fc13ae02b6fd54d1,400,0.1
Tablet,Manufacturer 3,6.46,3,rail,Route 12,Distributor 4,65046f98fc13ae02b6fd54d2,165,0.5
Phone,Manufacturer 2,4.78,11,sea,Route 14,Distributor 4,65046f98fc13ae02b6fd54d3,120,0.3
Laptop,Manufacturer 3,5.66,11,rail,Route 11,Distributor 3,65046f98fc13ae02b6fd54d4,480,0.4
Tablet,Manufacturer 3,6.79,4,air,Route 12,Distributor 3,65046f98fc13ae02b6fd54d5,165,0.5
Phone,Manufacturer 1,7.63,9,sea,Route 14,Distributor 3,65046f98fc13ae02b6fd54d6,100,0.6
Laptop,Manufacturer 1,9.72,5,air,Route 16,Distributor 1,65046f98fc13ae02b6fd54d7,470,0.8
Tablet,Manufacturer 2,3.97,10,rail,Route 12,Distributor 2,65046f98fc13ae02b6fd54d8,170,1.0
Phone,Manufacturer 3,8.56,6,sea,Route 13,Distributor 1,65046f98fc13ae02b6fd54d9,133,0.4
Laptop,Manufacturer 2,6.95,8,sea,Route 13,Distributor 3,65046f98fc13ae02b6fd54da,400,0.1
Tablet,Manufacturer 2,8.11,12,rail,Route 11,Distributor 3,65046f98fc13ae02b6fd54db,170,1.0
Phone,Manufacturer 3,9.0,5,air,Route 13,Distributor 1,65046f98fc13ae02b6fd54dc,133,0.4
Laptop,Manufacturer 3,6.78,6,road,Route 12,Distributor 3,65046f98fc13ae02b6fd54dd,480,0.4
Tablet,Manufacturer 1,3.43,12,air,Route 13,Distributor 2,65046f98fc13ae02b6fd54de,160,0.1
Phone,Manufacturer 1,7.41,3,sea,Route 14,Distributor 1,65046f98fc13ae02b6fd54df,100,0.6
Laptop,Manufacturer 3,9.72,1,air,Route 16,Distributor 2,65046f98fc13ae02b6fd54e0,480,0.4
Tablet,Manufacturer 2,3.08,12,road,Route 15,Distributor 3,65046f98fc13ae02b6fd54e1,170,1.0
Phone,Manufacturer 2,7.12,10,air,Route 13,Distributor 1,65046f98fc13ae02b6fd54e2,120,0.3
Laptop,Manufacturer 1,4.88,7,sea,Route 14,Distributor 2,65046f98fc13ae02b6fd54e3,470,0.8
Tablet,Manufacturer 1,4.74,3,sea,Route 13,Distributor 4,65046f98fc13ae02b6fd54e4,160,0.1
Phone,Manufacturer 3,5.93,6,road,Route 15,Distributor 3,65046f98fc13ae02b6fd54e5,133,0.4
Laptop,Manufacturer 1,9.5,9,air,Route 16,Distributor 4,65046f98fc13ae02b6fd54e6,470,0.8
Tablet,Manufacturer 1,9.72,12,road,Route 11,Distributor 4,65046f98fc13ae02b6fd54e7,160,0.1
