Supplier name,Supplier stock ,Supplier cost per item (in $),Supplier order quantity,Supplier shipping cost (in $),Supplier shipping time,Supplier transport mode,Supplier routes ,Supplier destinations,Product ID
supplier 1,822,16.28,115,97.25,26,sea,Route 5,Manufacturer 3,65046f98fc13ae02b6fd54f5
supplier 3,26,10.66,61,280.79,7,rail,Route 1,Manufacturer 3,65046f98fc13ae02b6fd54f6
supplier 4,522,32.58,4,89.87,18,road,Route 6,Manufacturer 3,65046f98fc13ae02b6fd54f7
supplier 3,47,31.89,199,237.87,21,road,Route 4,Manufacturer 3,65046f98fc13ae02b6fd54f8
supplier 2,386,31.2,61,167.73,23,air,Route 3,Manufacturer 3,65046f98fc13ae02b6fd54f9
supplier 4,122,34.27,177,52.84,22,rail,Route 3,Manufacturer 1,65046f98fc13ae02b6fd54fa
supplier 5,185,9.13,175,299.31,2,rail,Route 1,Manufacturer 1,65046f98fc13ae02b6fd54fb
supplier 6,886,12.73,172,156.28,26,sea,Route 5,Manufacturer 3,65046f98fc13ae02b6fd54fc
supplier 3,24,14.41,96,52.53,19,rail,Route 3,Manufacturer 2,65046f98fc13ae02b6fd54fd
supplier 6,207,24.8,7,64.41,10,air,Route 5,Manufacturer 2,65046f98fc13ae02b6fd54fe
supplier 4,373,18.52,39,168.75,12,rail,Route 5,Manufacturer 3,65046f98fc13ae02b6fd54ff
supplier 2,314,11.57,129,70.18,8,sea,Route 3,Manufacturer 3,65046f98fc13ae02b6fd5500
supplier 3,930,25.58,172,262.08,5,rail,Route 6,Manufacturer 3,65046f98fc13ae02b6fd5501
supplier 1,443,32.74,159,72.22,27,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd5502
supplier 5,751,25.9,142,164.82,22,rail,Route 3,Manufacturer 1,65046f98fc13ae02b6fd5503
supplier 3,319,16.81,117,247.86,20,rail,Route 5,Manufacturer 1,65046f98fc13ae02b6fd5504
supplier 4,216,28.05,147,255.31,9,rail,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5505
supplier 2,371,9.62,102,77.94,3,air,Route 2,Manufacturer 2,65046f98fc13ae02b6fd5506
supplier 1,416,14.68,23,147.94,7,rail,Route 1,Manufacturer 1,65046f98fc13ae02b6fd5507
supplier 3,688,23.4,29,139.63,14,rail,Route 6,Manufacturer 2,65046f98fc13ae02b6fd5508
supplier 4,92,8.97,151,111.91,29,rail,Route 3,Manufacturer 2,65046f98fc13ae02b6fd5509
supplier 5,931,32.16,142,100.26,27,road,Route 6,Manufacturer 3,65046f98fc13ae02b6fd550a
supplier 4,431,18.65,24,256.83,13,road,Route 4,Manufacturer 3,65046f98fc13ae02b6fd550b
supplier 3,759,31.77,193,240.29,19,sea,Route 3,Manufacturer 1,65046f98fc13ae02b6fd550c
supplier 6,135,26.0,134,154.61,9,sea,Route 2,Manufacturer 1,65046f98fc13ae02b6fd550d
supplier 3,808,22.4,174,70.59,10,rail,Route 1,Manufacturer 1,65046f98fc13ae02b6fd550e
supplier 6,474,21.27,60,53.16,25,road,Route 4,Manufacturer 1,65046f98fc13ae02b6fd550f
supplier 6,480,18.32,169,252.21,7,rail,Route 5,Manufacturer 3,65046f98fc13ae02b6fd5510
supplier 6,928,13.56,151,78.98,30,road,Route 3,Manufacturer 3,65046f98fc13ae02b6fd5511
supplier 1,910,18.18,13,267.0,4,air,Route 6,Manufacturer 1,65046f98fc13ae02b6fd5512
supplier 3,688,7.77,92,221.1,15,rail,Route 6,Manufacturer 1,65046f98fc13ae02b6fd5513
supplier 3,612,30.63,1,79.29,6,road,Route 5,Manufacturer 1,65046f98fc13ae02b6fd5514
supplier 1,213,9.94,13,78.86,3,rail,Route 3,Manufacturer 1,65046f98fc13ae02b6fd5515
supplier 3,201,11.05,101,188.23,22,rail,Route 5,Manufacturer 3,65046f98fc13ae02b6fd5516
supplier 1,360,5.9,118,113.6,9,rail,Route 6,Manufacturer 3,65046f98fc13ae02b6fd5517
supplier 2,947,19.03,179,122.79,28,sea,Route 2,Manufacturer 2,65046f98fc13ae02b6fd5518
supplier 3,156,22.63,51,182.32,4,sea,Route 4,Manufacturer 1,65046f98fc13ae02b6fd5519
supplier 2,143,9.11,71,266.49,2,rail,Route 6,Manufacturer 2,65046f98fc13ae02b6fd551a
supplier 1,300,26.15,93,190.78,13,rail,Route 2,Manufacturer 2,65046f98fc13ae02b6fd551b
supplier 6,268,13.6,182,87.35,5,road,Route 6,Manufacturer 3,65046f98fc13ae02b6fd551c
supplier 2,607,23.29,6,245.46,11,sea,Route 2,Manufacturer 3,65046f98fc13ae02b6fd551d
supplier 6,67,20.89,82,66.64,16,road,Route 2,Manufacturer 1,65046f98fc13ae02b6fd551e
supplier 2,581,21.57,92,256.52,6,air,Route 1,Manufacturer 1,65046f98fc13ae02b6fd551f
supplier 3,991,27.33,72,94.81,12,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd5520
supplier 6,389,13.0,91,227.49,22,air,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5521
supplier 3,905,34.5,153,261.98,4,air,Route 4,Manufacturer 1,65046f98fc13ae02b6fd5522
supplier 4,184,15.8,31,195.9,4,rail,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5523
supplier 4,178,27.64,9,157.45,2,road,Route 1,Manufacturer 1,65046f98fc13ae02b6fd5524
supplier 2,495,7.92,136,201.21,6,road,Route 4,Manufacturer 1,65046f98fc13ae02b6fd5525
supplier 2,291,24.0,139,125.61,13,sea,Route 5,Manufacturer 3,65046f98fc13ae02b6fd5526
supplier 4,124,11.46,125,239.95,15,rail,Route 4,Manufacturer 3,65046f98fc13ae02b6fd5527
supplier 5,222,30.49,132,125.0,14,road,Route 2,Manufacturer 1,65046f98fc13ae02b6fd5528
supplier 1,314,19.98,166,87.72,22,air,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5529
supplier 6,279,31.53,21,102.2,7,sea,Route 2,Manufacturer 2,65046f98fc13ae02b6fd552a
supplier 2,572,26.86,127,214.65,6,road,Route 4,Manufacturer 1,65046f98fc13ae02b6fd552b
supplier 5,536,28.9,157,111.57,16,sea,Route 2,Manufacturer 3,65046f98fc13ae02b6fd552c
supplier 1,254,23.77,34,211.52,7,rail,Route 1,Manufacturer 3,65046f98fc13ae02b6fd552d
supplier 6,920,8.66,71,181.65,14,rail,Route 4,Manufacturer 2,65046f98fc13ae02b6fd552e
supplier 5,0,9.29,169,293.52,13,sea,Route 6,Manufacturer 3,65046f98fc13ae02b6fd552f
supplier 1,555,16.77,116,172.65,19,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd5530
supplier 2,355,23.85,183,121.98,27,air,Route 5,Manufacturer 1,65046f98fc13ae02b6fd5531
supplier 2,807,18.75,94,177.57,8,rail,Route 6,Manufacturer 2,65046f98fc13ae02b6fd5532
supplier 2,872,13.96,187,126.34,6,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd5533
supplier 4,542,12.71,89,240.64,15,sea,Route 5,Manufacturer 2,65046f98fc13ae02b6fd5534
supplier 5,324,33.05,142,140.18,19,rail,Route 5,Manufacturer 3,65046f98fc13ae02b6fd5535
supplier 5,394,7.09,18,171.14,23,air,Route 4,Manufacturer 2,65046f98fc13ae02b6fd5536
supplier 1,354,32.27,117,96.99,11,air,Route 5,Manufacturer 2,65046f98fc13ae02b6fd5537
supplier 1,151,30.72,116,294.87,7,air,Route 2,Manufacturer 2,65046f98fc13ae02b6fd5538
supplier 5,737,34.77,147,266.72,6,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd5539
supplier 6,848,14.22,112,54.45,3,rail,Route 6,Manufacturer 1,65046f98fc13ae02b6fd553a
supplier 3,513,31.8,117,229.18,10,road,Route 3,Manufacturer 2,65046f98fc13ae02b6fd553b
supplier 5,632,28.4,36,185.2,18,road,Route 4,Manufacturer 3,65046f98fc13ae02b6fd553c
supplier 6,176,12.76,91,77.69,28,rail,Route 5,Manufacturer 1,65046f98fc13ae02b6fd553d
supplier 3,385,23.27,190,276.75,6,sea,Route 3,Manufacturer 3,65046f98fc13ae02b6fd553e
supplier 3,870,12.92,155,283.37,20,road,Route 3,Manufacturer 2,65046f98fc13ae02b6fd553f
supplier 4,699,27.66,30,269.78,12,sea,Route 5,Manufacturer 3,65046f98fc13ae02b6fd5540
supplier 1,411,21.91,32,118.58,17,road,Route 2,Manufacturer 2,65046f98fc13ae02b6fd5541
supplier 2,675,8.32,54,112.32,8,rail,Route 3,Manufacturer 3,65046f98fc13ae02b6fd5542
supplier 4,475,28.51,8,244.21,13,sea,Route 2,Manufacturer 3,65046f98fc13ae02b6fd5543
supplier 4,988,15.62,32,75.92,30,road,Route 2,Manufacturer 1,65046f98fc13ae02b6fd5544
supplier 5,891,19.9,186,203.69,6,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd5545
supplier 3,112,22.86,183,278.03,1,road,Route 2,Manufacturer 2,65046f98fc13ae02b6fd5546
supplier 4,237,29.35,118,296.59,21,sea,Route 4,Manufacturer 2,65046f98fc13ae02b6fd5547
supplier 1,408,21.66,79,207.42,17,sea,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5548
supplier 4,766,6.47,156,197.02,22,road,Route 3,Manufacturer 2,65046f98fc13ae02b6fd5549
supplier 1,342,32.58,134,248.42,24,road,Route 4,Manufacturer 2,65046f98fc13ae02b6fd554a
supplier 1,313,17.11,115,136.27,12,road,Route 1,Manufacturer 1,65046f98fc13ae02b6fd554b
supplier 3,458,21.69,101,188.5,1,sea,Route 6,Manufacturer 2,65046f98fc13ae02b6fd554c
supplier 3,235,15.48,96,55.21,10,road,Route 2,Manufacturer 2,65046f98fc13ae02b6fd554d
supplier 6,507,22.18,149,291.15,26,road,Route 1,Manufacturer 2,65046f98fc13ae02b6fd554e
supplier 4,498,33.89,110,282.7,29,sea,Route 5,Manufacturer 1,65046f98fc13ae02b6fd554f
supplier 3,747,29.07,172,174.99,12,sea,Route 3,Manufacturer 3,65046f98fc13ae02b6fd5550
supplier 4,966,30.85,148,180.58,7,road,Route 2,Manufacturer 2,65046f98fc13ae02b6fd5551
supplier 1,444,10.09,64,157.12,1,air,Route 1,Manufacturer 1,65046f98fc13ae02b6fd5552
supplier 1,961,26.5,48,221.25,29,air,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5553
supplier 3,206,13.17,31,202.59,5,road,Route 5,Manufacturer 3,65046f98fc13ae02b6fd5554
supplier 2,275,9.61,159,192.77,8,road,Route 5,Manufacturer 2,65046f98fc13ae02b6fd5555
supplier 1,204,19.53,190,212.85,11,road,Route 5,Manufacturer 2,65046f98fc13ae02b6fd5556
supplier 4,248,10.23,43,77.42,23,sea,Route 5,Manufacturer 1,65046f98fc13ae02b6fd5557
supplier 4,96,12.43,134,134.87,22,sea,Route 3,Manufacturer 1,65046f98fc13ae02b6fd5558
supplier 3,777,7.02,50,58.76,9,sea,Route 5,Manufacturer 3,65046f98fc13ae02b6fd5559
supplier 2,708,5.81,43,164.5,10,road,Route 1,Manufacturer 1,65046f98fc13ae02b6fd555a
supplier 4,798,16.88,124,80.86,16,rail,Route 1,Manufacturer 3,65046f98fc13ae02b6fd555b
supplier 6,128,5.04,31,190.43,24,sea,Route 1,Manufacturer 1,65046f98fc13ae02b6fd555c
supplier 1,159,26.98,27,154.6,22,rail,Route 4,Manufacturer 2,65046f98fc13ae02b6fd555d
supplier 5,479,16.54,176,219.24,21,road,Route 6,Manufacturer 3,65046f98fc13ae02b6fd555e
supplier 4,208,21.16,103,211.04,11,air,Route 1,Manufacturer 3,65046f98fc13ae02b6fd555f
supplier 6,503,14.08,151,104.48,28,rail,Route 3,Manufacturer 1,65046f98fc13ae02b6fd5560
supplier 4,103,11.89,129,187.79,6,rail,Route 6,Manufacturer 3,65046f98fc13ae02b6fd5561
supplier 3,513,9.6,186,119.7,18,air,Route 3,Manufacturer 3,65046f98fc13ae02b6fd5562
supplier 1,94,6.28,42,112.67,30,rail,Route 3,Manufacturer 3,65046f98fc13ae02b6fd5563
supplier 2,683,9.38,29,172.09,6,sea,Route 2,Manufacturer 1,65046f98fc13ae02b6fd5564
supplier 2,636,19.94,155,144.26,17,road,Route 3,Manufacturer 1,65046f98fc13ae02b6fd5565
supplier 3,422,12.43,54,229.89,17,rail,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5566
supplier 3,399,21.38,196,177.9,22,road,Route 3,Manufacturer 2,65046f98fc13ae02b6fd5567
supplier 5,951,24.62,59,65.13,2,road,Route 6,Manufacturer 2,65046f98fc13ae02b6fd5568
supplier 5,364,13.13,141,224.37,15,rail,Route 2,Manufacturer 3,65046f98fc13ae02b6fd5569
supplier 4,750,7.95,28,263.71,4,rail,Route 4,Manufacturer 1,65046f98fc13ae02b6fd556a
supplier 3,464,5.6,167,233.97,4,rail,Route 2,Manufacturer 1,65046f98fc13ae02b6fd556b
supplier 5,191,17.35,143,163.62,15,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd556c
supplier 5,253,5.68,123,113.97,28,air,Route 6,Manufacturer 3,65046f98fc13ae02b6fd556d
supplier 1,51,13.97,125,79.87,4,sea,Route 1,Manufacturer 2,65046f98fc13ae02b6fd556e
supplier 5,625,22.15,199,121.81,24,sea,Route 4,Manufacturer 1,65046f98fc13ae02b6fd556f
supplier 4,418,8.28,10,181.14,8,road,Route 5,Manufacturer 2,65046f98fc13ae02b6fd5570
supplier 3,763,7.65,31,114.67,25,sea,Route 5,Manufacturer 1,65046f98fc13ae02b6fd5571
supplier 4,845,12.89,13,224.88,3,road,Route 6,Manufacturer 2,65046f98fc13ae02b6fd5572
supplier 4,70,12.47,177,207.63,12,road,Route 5,Manufacturer 2,65046f98fc13ae02b6fd5573
supplier 2,817,18.22,42,58.18,12,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd5574
supplier 3,794,26.39,199,249.93,2,rail,Route 4,Manufacturer 1,65046f98fc13ae02b6fd5575
supplier 4,510,28.32,15,294.98,17,rail,Route 6,Manufacturer 1,65046f98fc13ae02b6fd5576
supplier 2,869,32.92,77,101.44,24,road,Route 2,Manufacturer 2,65046f98fc13ae02b6fd5577
supplier 6,465,11.79,18,160.54,4,sea,Route 2,Manufacturer 1,65046f98fc13ae02b6fd5578
supplier 3,652,33.0,41,118.06,25,air,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5579
supplier 4,783,29.83,174,252.06,24,road,Route 6,Manufacturer 1,65046f98fc13ae02b6fd557a
supplier 4,525,22.65,83,164.57,21,sea,Route 3,Manufacturer 3,65046f98fc13ae02b6fd557b
supplier 2,579,9.01,128,199.72,5,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd557c
supplier 3,969,30.84,84,219.87,5,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd557d
supplier 1,86,7.14,79,234.34,19,rail,Route 6,Manufacturer 1,65046f98fc13ae02b6fd557e
supplier 1,778,10.22,92,265.08,9,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd557f
supplier 4,473,16.67,159,197.71,28,road,Route 4,Manufacturer 1,65046f98fc13ae02b6fd5580
supplier 1,532,22.86,113,245.32,5,rail,Route 2,Manufacturer 3,65046f98fc13ae02b6fd5581
supplier 2,538,31.97,74,247.48,5,road,Route 6,Manufacturer 3,65046f98fc13ae02b6fd5582
supplier 5,646,23.38,51,77.71,11,sea,Route 1,Manufacturer 1,65046f98fc13ae02b6fd5583
supplier 4,751,19.67,27,174.82,28,air,Route 5,Manufacturer 1,65046f98fc13ae02b6fd5584
supplier 3,512,24.8,186,278.73,7,rail,Route 6,Manufacturer 3,65046f98fc13ae02b6fd5585
supplier 5,841,13.12,77,118.56,20,road,Route 5,Manufacturer 2,65046f98fc13ae02b6fd5586
supplier 6,416,31.6,191,274.17,23,sea,Route 2,Manufacturer 1,65046f98fc13ae02b6fd5587
supplier 5,135,27.29,21,241.32,16,rail,Route 4,Manufacturer 2,65046f98fc13ae02b6fd5588
supplier 1,587,5.74,26,178.79,11,rail,Route 3,Manufacturer 3,65046f98fc13ae02b6fd5589
supplier 2,527,8.59,36,103.47,20,air,Route 2,Manufacturer 2,65046f98fc13ae02b6fd558a
supplier 1,365,23.43,114,170.18,11,sea,Route 2,Manufacturer 2,65046f98fc13ae02b6fd558b
supplier 3,738,15.22,61,224.47,12,road,Route 6,Manufacturer 1,65046f98fc13ae02b6fd558c
supplier 4,843,22.89,104,107.8,18,road,Route 1,Manufacturer 2,65046f98fc13ae02b6fd558d
supplier 2,149,9.08,50,165.54,17,rail,Route 1,Manufacturer 1,65046f98fc13ae02b6fd558e
supplier 5,844,9.8,55,159.32,5,rail,Route 4,Manufacturer 2,65046f98fc13ae02b6fd558f
supplier 6,508,6.39,151,56.06,6,road,Route 1,Manufacturer 1,65046f98fc13ae02b6fd5590
supplier 6,140,21.09,190,163.99,23,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd5591
supplier 6,955,31.2,108,215.43,11,rail,Route 1,Manufacturer 2,65046f98fc13ae02b6fd5592
supplier 4,5,34.49,11,143.39,11,road,Route 2,Manufacturer 2,65046f98fc13ae02b6fd5593
supplier 5,462,17.29,27,286.73,15,air,Route 4,Manufacturer 2,65046f98fc13ae02b6fd5594
supplier 1,39,20.61,164,242.73,28,rail,Route 3,Manufacturer 1,65046f98fc13ae02b6fd5595
supplier 2,168,28.36,145,197.69,27,road,Route 2,Manufacturer 1,65046f98fc13ae02b6fd5596
supplier 5,267,16.92,159,53.31,13,sea,Route 5,Manufacturer 1,65046f98fc13ae02b6fd5597
supplier 3,106,23.96,197,156.52,25,road,Route 2,Manufacturer 1,65046f98fc13ae02b6fd5598
supplier 3,497,26.29,188,222.69,1,sea,Route 4,Manufacturer 3,65046f98fc13ae02b6fd5599
supplier 1,415,18.72,49,278.95,22,air,Route 3,Manufacturer 3,65046f98fc13ae02b6fd559a
supplier 4,761,14.23,47,70.34,16,sea,Route 3,Manufacturer 2,65046f98fc13ae02b6fd559b
supplier 4,553,8.62,68,276.72,9,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd559c
supplier 2,242,21.34,49,93.87,29,rail,Route 6,Manufacturer 2,65046f98fc13ae02b6fd559d
supplier 3,988,19.27,162,61.03,29,road,Route 4,Manufacturer 1,65046f98fc13ae02b6fd559e
supplier 3,797,16.96,83,194.46,9,sea,Route 3,Manufacturer 1,65046f98fc13ae02b6fd559f
supplier 6,811,8.67,182,286.21,1,air,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55a0
supplier 3,280,15.55,95,165.27,1,road,Route 3,Manufacturer 1,65046f98fc13ae02b6fd55a1
supplier 5,647,21.14,174,90.76,22,air,Route 5,Manufacturer 1,65046f98fc13ae02b6fd55a2
supplier 6,282,25.87,78,60.17,22,rail,Route 3,Manufacturer 1,65046f98fc13ae02b6fd55a3
supplier 4,747,34.17,146,276.54,3,sea,Route 6,Manufacturer 3,65046f98fc13ae02b6fd55a4
supplier 2,630,24.89,115,259.36,19,air,Route 5,Manufacturer 2,65046f98fc13ae02b6fd55a5
supplier 3,700,14.59,178,216.68,4,air,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55a6
supplier 2,809,27.44,119,60.28,16,road,Route 1,Manufacturer 3,65046f98fc13ae02b6fd55a7
supplier 6,508,14.75,66,185.55,25,sea,Route 5,Manufacturer 2,65046f98fc13ae02b6fd55a8
supplier 4,121,23.84,191,76.7,27,rail,Route 4,Manufacturer 3,65046f98fc13ae02b6fd55a9
supplier 4,308,14.08,181,56.67,12,road,Route 5,Manufacturer 2,65046f98fc13ae02b6fd55aa
supplier 6,849,14.65,160,121.68,28,air,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55ab
supplier 1,561,6.05,45,72.07,21,rail,Route 5,Manufacturer 3,65046f98fc13ae02b6fd55ac
supplier 3,166,26.19,13,134.19,20,road,Route 3,Manufacturer 2,65046f98fc13ae02b6fd55ad
supplier 6,460,29.6,69,112.99,3,sea,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55ae
supplier 5,776,27.57,146,53.41,21,rail,Route 5,Manufacturer 3,65046f98fc13ae02b6fd55af
supplier 2,545,6.27,80,85.61,13,sea,Route 1,Manufacturer 3,65046f98fc13ae02b6fd55b0
supplier 4,914,19.88,25,103.92,17,sea,Route 4,Manufacturer 2,65046f98fc13ae02b6fd55b1
supplier 4,800,26.41,156,83.94,24,rail,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55b2
supplier 3,727,16.57,48,99.5,28,rail,Route 4,Manufacturer 3,65046f98fc13ae02b6fd55b3
supplier 4,445,29.61,120,124.76,15,sea,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55b4
supplier 2,559,7.12,185,54.19,22,rail,Route 5,Manufacturer 2,65046f98fc13ae02b6fd55b5
supplier 1,969,17.42,10,143.62,9,road,Route 4,Manufacturer 1,65046f98fc13ae02b6fd55b6
supplier 3,369,5.39,60,144.87,24,air,Route 3,Manufacturer 2,65046f98fc13ae02b6fd55b7
supplier 2,537,18.66,49,78.93,26,sea,Route 3,Manufacturer 2,65046f98fc13ae02b6fd55b8
supplier 1,575,33.56,92,178.24,20,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55b9
supplier 4,253,34.96,192,148.81,12,road,Route 2,Manufacturer 2,65046f98fc13ae02b6fd55ba
supplier 6,162,30.67,14,216.12,30,road,Route 3,Manufacturer 2,65046f98fc13ae02b6fd55bb
supplier 3,887,30.06,69,209.54,21,sea,Route 3,Manufacturer 2,65046f98fc13ae02b6fd55bc
supplier 6,878,17.13,154,296.47,28,sea,Route 4,Manufacturer 1,65046f98fc13ae02b6fd55bd
supplier 4,599,17.81,20,203.57,12,sea,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55be
supplier 3,69,16.52,60,272.95,3,sea,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55bf
supplier 4,915,19.74,112,242.9,8,sea,Route 5,Manufacturer 2,65046f98fc13ae02b6fd55c0
supplier 6,220,7.39,123,210.44,17,sea,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55c1
supplier 5,857,31.54,73,59.39,4,road,Route 2,Manufacturer 1,65046f98fc13ae02b6fd55c2
supplier 2,104,8.05,125,89.69,8,sea,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55c3
supplier 4,133,23.55,93,78.65,11,air,Route 2,Manufacturer 1,65046f98fc13ae02b6fd55c4
supplier 1,873,20.09,27,216.3,12,rail,Route 3,Manufacturer 3,65046f98fc13ae02b6fd55c5
supplier 1,983,26.93,133,113.58,12,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55c6
supplier 3,392,7.93,145,164.82,11,rail,Route 4,Manufacturer 2,65046f98fc13ae02b6fd55c7
supplier 1,767,16.57,125,56.46,17,road,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55c8
supplier 6,356,8.79,171,168.55,4,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55c9
supplier 1,366,21.9,31,104.59,18,rail,Route 2,Manufacturer 1,65046f98fc13ae02b6fd55ca
supplier 4,427,10.15,83,214.5,14,sea,Route 5,Manufacturer 3,65046f98fc13ae02b6fd55cb
supplier 2,245,9.32,144,134.08,9,rail,Route 3,Manufacturer 2,65046f98fc13ae02b6fd55cc
supplier 5,799,28.94,145,285.75,19,rail,Route 1,Manufacturer 2,65046f98fc13ae02b6fd55cd
supplier 1,605,28.63,106,143.28,2,rail,Route 4,Manufacturer 1,65046f98fc13ae02b6fd55ce
supplier 4,17,25.82,106,273.09,26,air,Route 6,Manufacturer 3,65046f98fc13ae02b6fd55cf
supplier 4,66,8.03,166,231.47,9,sea,Route 1,Manufacturer 1,65046f98fc13ae02b6fd55d0
supplier 3,219,34.94,44,228.96,19,rail,Route 2,Manufacturer 2,65046f98fc13ae02b6fd55d1
supplier 1,325,32.97,72,105.22,6,road,Route 5,Manufacturer 2,65046f98fc13ae02b6fd55d2
supplier 5,84,23.97,106,128.21,6,air,Route 6,Manufacturer 3,65046f98fc13ae02b6fd55d3
supplier 6,780,27.05,168,193.16,5,air,Route 5,Manufacturer 2,65046f98fc13ae02b6fd55d4
supplier 6,913,29.43,79,72.41,29,air,Route 1,Manufacturer 2,65046f98fc13ae02b6fd55d5
supplier 5,843,23.9,189,134.55,23,road,Route 6,Manufacturer 3,65046f98fc13ae02b6fd55d6
supplier 2,306,15.34,55,175.85,1,sea,Route 6,Manufacturer 2,65046f98fc13ae02b6fd55d7
supplier 6,909,34.54,21,299.57,16,road,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55d8
supplier 6,243,9.54,145,111.67,22,air,Route 4,Manufacturer 2,65046f98fc13ae02b6fd55d9
supplier 2,710,34.56,79,259.54,29,sea,Route 6,Manufacturer 3,65046f98fc13ae02b6fd55da
supplier 4,816,19.92,49,155.1,7,rail,Route 6,Manufacturer 3,65046f98fc13ae02b6fd55db
supplier 1,684,28.23,33,50.4,14,sea,Route 5,Manufacturer 1,65046f98fc13ae02b6fd55dc
supplier 2,638,10.46,11,250.05,1,air,Route 5,Manufacturer 3,65046f98fc13ae02b6fd55dd
supplier 5,700,24.38,136,204.44,30,air,Route 2,Manufacturer 2,65046f98fc13ae02b6fd55de
supplier 4,856,20.8,167,263.25,5,sea,Route 5,Manufacturer 1,65046f98fc13ae02b6fd55df
supplier 1,461,15.06,125,163.04,30,road,Route 3,Manufacturer 3,65046f98fc13ae02b6fd55e0
supplier 5,498,15.04,53,118.64,1,road,Route 6,Manufacturer 3,65046f98fc13ae02b6fd55e1
supplier 6,223,34.35,145,201.6,28,rail,Route 2,Manufacturer 1,65046f98fc13ae02b6fd55e2
supplier 2,859,22.92,114,250.09,24,air,Route 6,Manufacturer 3,65046f98fc13ae02b6fd55e3
supplier 2,712,14.67,106,265.11,29,sea,Route 6,Manufacturer 2,65046f98fc13ae02b6fd55e4
supplier 5,559,7.24,83,190.93,7,air,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55e5
supplier 1,459,15.07,92,276.23,10,air,Route 3,Manufacturer 1,65046f98fc13ae02b6fd55e6
supplier 6,141,16.56,121,74.85,4,rail,Route 4,Manufacturer 1,65046f98fc13ae02b6fd55e7
supplier 6,486,16.6,18,103.76,13,rail,Route 5,Manufacturer 3,65046f98fc13ae02b6fd55e8
supplier 1,405,6.75,37,157.23,11,rail,Route 5,Manufacturer 2,65046f98fc13ae02b6fd55e9
supplier 2,874,22.16,10,162.64,6,rail,Route 1,Manufacturer 1,65046f98fc13ae02b6fd55ea
supplier 5,660,17.76,115,172.99,15,sea,Route 2,Manufacturer 2,65046f98fc13ae02b6fd55eb
supplier 6,398,7.61,104,232.82,3,road,Route 4,Manufacturer 1,65046f98fc13ae02b6fd55ec
supplier 2,67,31.0,97,82.01,6,road,Route 4,Manufacturer 3,65046f98fc13ae02b6fd55ed
supplier 2,967,9.89,1,83.49,20,rail,Route 3,Manufacturer 1,65046f98fc13ae02b6fd55ee
supplier 1,217,8.35,54,120.73,5,road,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55ef
supplier 3,216,18.24,23,172.36,7,road,Route 6,Manufacturer 2,65046f98fc13ae02b6fd55f0
supplier 6,479,33.94,98,175.95,9,sea,Route 6,Manufacturer 1,65046f98fc13ae02b6fd55f1
supplier 2,215,33.07,112,269.13,22,rail,Route 2,Manufacturer 3,65046f98fc13ae02b6fd55f2
supplier 2,197,10.67,31,127.37,27,road,Route 5,Manufacturer 1,65046f98fc13ae02b6fd55f3
supplier 5,821,34.59,125,291.64,14,rail,Route 4,Manufacturer 1,65046f98fc13ae02b6fd55f4
supplier 4,347,8.31,68,129.0,15,road,Route 1,Manufacturer 2,65046f98fc13ae02b6fd55f5
supplier 6,584,16.53,35,251.41,3,rail,Route 6,Manufacturer 2,65046f98fc13ae02b6fd55f6
