Product Type,Distributor name,Distributor shipping cost,Distributor shipping time,Distributor transport mode,Distributor routes ,Distributor destinations,Product ID,Distributor cost
Laptop,Distributor 2,9.51,4,road,Route 24,Retailer 6,65046f98fc13ae02b6fd56d5,440
Tablet,Distributor 3,8.36,6,road,Route 22,Retailer 5,65046f98fc13ae02b6fd56d6,350
Phone,Distributor 1,3.76,3,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd56d7,200
Laptop,Distributor 4,8.07,5,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd56d8,480
Tablet,Distributor 1,8.04,5,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd56d9,200
Phone,Distributor 3,4.14,6,air,Route 21,Retailer 3,65046f98fc13ae02b6fd56da,300
Laptop,Distributor 1,7.94,5,road,Route 21,Retailer 3,65046f98fc13ae02b6fd56db,540
Tablet,Distributor 4,3.48,4,rail,Route 21,Retailer 1,65046f98fc13ae02b6fd56dc,220
Phone,Distributor 1,4.25,6,road,Route 21,Retailer 5,65046f98fc13ae02b6fd56dd,200
Laptop,Distributor 3,5.7,1,air,Route 21,Retailer 3,65046f98fc13ae02b6fd56de,500
Tablet,Distributor 4,3.28,2,road,Route 22,Retailer 3,65046f98fc13ae02b6fd56df,220
Phone,Distributor 4,7.54,4,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd56e0,250
Laptop,Distributor 3,7.08,2,sea,Route 26,Retailer 2,65046f98fc13ae02b6fd56e1,500
Tablet,Distributor 2,5.14,1,air,Route 26,Retailer 5,65046f98fc13ae02b6fd56e2,170
Phone,Distributor 2,5.65,1,road,Route 24,Retailer 2,65046f98fc13ae02b6fd56e3,190
Laptop,Distributor 3,5.85,5,rail,Route 22,Retailer 1,65046f98fc13ae02b6fd56e4,500
Tablet,Distributor 4,3.9,5,sea,Route 26,Retailer 2,65046f98fc13ae02b6fd56e5,220
Phone,Distributor 2,6.24,1,air,Route 21,Retailer 4,65046f98fc13ae02b6fd56e6,190
Laptop,Distributor 1,4.5,2,air,Route 26,Retailer 3,65046f98fc13ae02b6fd56e7,540
Tablet,Distributor 3,5.49,4,air,Route 26,Retailer 3,65046f98fc13ae02b6fd56e8,350
Phone,Distributor 2,5.61,1,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd56e9,190
Laptop,Distributor 4,3.25,2,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd56ea,480
Tablet,Distributor 1,9.05,2,road,Route 23,Retailer 4,65046f98fc13ae02b6fd56eb,200
Phone,Distributor 3,8.99,5,air,Route 21,Retailer 5,65046f98fc13ae02b6fd56ec,300
Laptop,Distributor 1,9.69,3,rail,Route 21,Retailer 5,65046f98fc13ae02b6fd56ed,540
Tablet,Distributor 4,9.6,1,rail,Route 22,Retailer 1,65046f98fc13ae02b6fd56ee,220
Phone,Distributor 2,6.45,3,road,Route 22,Retailer 1,65046f98fc13ae02b6fd56ef,190
Laptop,Distributor 2,8.32,4,road,Route 23,Retailer 1,65046f98fc13ae02b6fd56f0,440
Tablet,Distributor 3,3.53,1,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd56f1,350
Phone,Distributor 2,9.43,2,air,Route 26,Retailer 3,65046f98fc13ae02b6fd56f2,190
Laptop,Distributor 2,4.77,1,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd56f3,440
Tablet,Distributor 4,5.09,6,air,Route 26,Retailer 5,65046f98fc13ae02b6fd56f4,220
Phone,Distributor 1,4.94,4,road,Route 22,Retailer 2,65046f98fc13ae02b6fd56f5,200
Laptop,Distributor 3,9.97,5,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd56f6,500
Tablet,Distributor 1,9.28,2,road,Route 23,Retailer 1,65046f98fc13ae02b6fd56f7,200
Phone,Distributor 4,6.37,6,air,Route 21,Retailer 5,65046f98fc13ae02b6fd56f8,250
Laptop,Distributor 4,9.37,2,air,Route 21,Retailer 6,65046f98fc13ae02b6fd56f9,480
Tablet,Distributor 2,9.68,5,road,Route 22,Retailer 1,65046f98fc13ae02b6fd56fa,170
Phone,Distributor 4,7.52,3,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd56fb,250
Laptop,Distributor 4,7.22,3,road,Route 24,Retailer 3,65046f98fc13ae02b6fd56fc,480
Tablet,Distributor 2,8.22,4,air,Route 21,Retailer 1,65046f98fc13ae02b6fd56fd,170
Phone,Distributor 2,8.37,5,road,Route 24,Retailer 6,65046f98fc13ae02b6fd56fe,190
Laptop,Distributor 3,3.24,5,air,Route 26,Retailer 2,65046f98fc13ae02b6fd56ff,500
Tablet,Distributor 2,3.61,5,road,Route 22,Retailer 2,65046f98fc13ae02b6fd5700,170
Phone,Distributor 2,3.9,1,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd5701,190
Laptop,Distributor 4,6.2,6,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd5702,480
Tablet,Distributor 4,9.65,1,road,Route 21,Retailer 4,65046f98fc13ae02b6fd5703,220
Phone,Distributor 4,3.89,2,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd5704,250
Laptop,Distributor 2,3.83,4,air,Route 26,Retailer 2,65046f98fc13ae02b6fd5705,440
Tablet,Distributor 2,7.98,5,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd5706,170
Phone,Distributor 3,3.88,4,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd5707,300
Laptop,Distributor 3,7.59,5,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd5708,500
Tablet,Distributor 2,3.53,6,rail,Route 21,Retailer 5,65046f98fc13ae02b6fd5709,170
Phone,Distributor 2,3.87,2,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd570a,190
Laptop,Distributor 1,6.88,6,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd570b,540
Tablet,Distributor 1,3.74,6,air,Route 21,Retailer 3,65046f98fc13ae02b6fd570c,200
Phone,Distributor 2,6.71,5,road,Route 23,Retailer 5,65046f98fc13ae02b6fd570d,190
Laptop,Distributor 1,5.2,5,rail,Route 21,Retailer 4,65046f98fc13ae02b6fd570e,540
Tablet,Distributor 1,4.04,3,road,Route 23,Retailer 6,65046f98fc13ae02b6fd570f,200
Phone,Distributor 1,9.37,2,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd5710,200
Laptop,Distributor 2,9.86,1,rail,Route 21,Retailer 6,65046f98fc13ae02b6fd5711,440
Tablet,Distributor 3,5.16,4,rail,Route 22,Retailer 5,65046f98fc13ae02b6fd5712,350
Phone,Distributor 4,5.11,1,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd5713,250
Laptop,Distributor 3,3.41,1,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd5714,500
Tablet,Distributor 2,5.41,2,rail,Route 21,Retailer 6,65046f98fc13ae02b6fd5715,170
Phone,Distributor 2,8.63,4,rail,Route 21,Retailer 1,65046f98fc13ae02b6fd5716,190
Laptop,Distributor 1,3.4,6,road,Route 24,Retailer 6,65046f98fc13ae02b6fd5717,540
Tablet,Distributor 3,3.94,1,road,Route 22,Retailer 2,65046f98fc13ae02b6fd5718,350
Phone,Distributor 2,9.02,6,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd5719,190
Laptop,Distributor 3,8.42,4,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd571a,500
Tablet,Distributor 2,9.25,3,rail,Route 22,Retailer 5,65046f98fc13ae02b6fd571b,170
Phone,Distributor 4,8.26,5,road,Route 21,Retailer 2,65046f98fc13ae02b6fd571c,250
Laptop,Distributor 4,8.21,1,air,Route 21,Retailer 1,65046f98fc13ae02b6fd571d,480
Tablet,Distributor 3,8.92,6,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd571e,350
Phone,Distributor 4,8.72,2,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd571f,250
Laptop,Distributor 2,7.44,5,air,Route 26,Retailer 3,65046f98fc13ae02b6fd5720,440
Tablet,Distributor 3,7.68,5,road,Route 22,Retailer 6,65046f98fc13ae02b6fd5721,350
Phone,Distributor 3,7.18,4,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd5722,300
Laptop,Distributor 3,3.66,3,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd5723,500
Tablet,Distributor 1,5.67,3,rail,Route 21,Retailer 4,65046f98fc13ae02b6fd5724,200
Phone,Distributor 4,9.32,6,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd5725,250
Laptop,Distributor 1,3.16,5,rail,Route 21,Retailer 5,65046f98fc13ae02b6fd5726,540
Tablet,Distributor 4,8.88,6,road,Route 24,Retailer 1,65046f98fc13ae02b6fd5727,220
Phone,Distributor 4,7.72,2,road,Route 21,Retailer 2,65046f98fc13ae02b6fd5728,250
Laptop,Distributor 3,6.2,6,road,Route 21,Retailer 3,65046f98fc13ae02b6fd5729,500
Tablet,Distributor 4,4.68,3,road,Route 22,Retailer 6,65046f98fc13ae02b6fd572a,220
Phone,Distributor 4,7.82,3,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd572b,250
Laptop,Distributor 2,9.34,2,rail,Route 21,Retailer 5,65046f98fc13ae02b6fd572c,440
Tablet,Distributor 2,4.79,3,road,Route 24,Retailer 1,65046f98fc13ae02b6fd572d,170
Phone,Distributor 3,4.83,4,road,Route 24,Retailer 1,65046f98fc13ae02b6fd572e,300
Laptop,Distributor 1,8.5,4,air,Route 21,Retailer 1,65046f98fc13ae02b6fd572f,540
Tablet,Distributor 3,9.41,2,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd5730,350
Phone,Distributor 1,3.61,6,road,Route 23,Retailer 1,65046f98fc13ae02b6fd5731,200
Laptop,Distributor 1,8.98,2,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd5732,540
Tablet,Distributor 2,5.77,5,air,Route 26,Retailer 2,65046f98fc13ae02b6fd5733,170
Phone,Distributor 4,8.06,3,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd5734,250
Laptop,Distributor 3,5.72,6,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd5735,500
Tablet,Distributor 1,8.9,3,rail,Route 21,Retailer 4,65046f98fc13ae02b6fd5736,200
Phone,Distributor 1,7.24,5,road,Route 22,Retailer 1,65046f98fc13ae02b6fd5737,200
Laptop,Distributor 1,4.29,5,sea,Route 26,Retailer 2,65046f98fc13ae02b6fd5738,540
Tablet,Distributor 1,8.37,4,road,Route 22,Retailer 2,65046f98fc13ae02b6fd5739,200
Phone,Distributor 2,8.0,2,road,Route 21,Retailer 3,65046f98fc13ae02b6fd573a,190
Laptop,Distributor 1,4.55,4,road,Route 22,Retailer 3,65046f98fc13ae02b6fd573b,540
Tablet,Distributor 3,7.21,2,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd573c,350
Phone,Distributor 4,6.83,1,rail,Route 22,Retailer 2,65046f98fc13ae02b6fd573d,250
Laptop,Distributor 3,6.41,2,road,Route 22,Retailer 2,65046f98fc13ae02b6fd573e,500
Tablet,Distributor 2,7.34,4,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd573f,170
Phone,Distributor 4,8.76,2,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd5740,250
Laptop,Distributor 2,8.49,6,road,Route 21,Retailer 5,65046f98fc13ae02b6fd5741,440
Tablet,Distributor 2,8.84,6,road,Route 21,Retailer 5,65046f98fc13ae02b6fd5742,170
Phone,Distributor 3,8.07,1,road,Route 21,Retailer 2,65046f98fc13ae02b6fd5743,300
Laptop,Distributor 2,6.07,4,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd5744,440
Tablet,Distributor 4,6.07,6,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd5745,220
Phone,Distributor 4,8.66,5,rail,Route 21,Retailer 4,65046f98fc13ae02b6fd5746,250
Laptop,Distributor 4,8.37,2,road,Route 23,Retailer 1,65046f98fc13ae02b6fd5747,480
Tablet,Distributor 1,5.15,3,air,Route 26,Retailer 5,65046f98fc13ae02b6fd5748,200
Phone,Distributor 2,5.14,2,rail,Route 22,Retailer 2,65046f98fc13ae02b6fd5749,190
Laptop,Distributor 1,5.98,1,air,Route 26,Retailer 4,65046f98fc13ae02b6fd574a,540
Tablet,Distributor 2,4.09,3,road,Route 23,Retailer 5,65046f98fc13ae02b6fd574b,170
Phone,Distributor 4,3.29,3,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd574c,250
Laptop,Distributor 2,7.76,3,rail,Route 21,Retailer 6,65046f98fc13ae02b6fd574d,440
Tablet,Distributor 3,9.51,1,air,Route 21,Retailer 2,65046f98fc13ae02b6fd574e,350
Phone,Distributor 2,3.64,2,road,Route 22,Retailer 6,65046f98fc13ae02b6fd574f,190
Laptop,Distributor 4,3.23,3,road,Route 23,Retailer 4,65046f98fc13ae02b6fd5750,480
Tablet,Distributor 4,4.67,5,road,Route 24,Retailer 1,65046f98fc13ae02b6fd5751,220
Phone,Distributor 4,8.3,3,air,Route 21,Retailer 1,65046f98fc13ae02b6fd5752,250
Laptop,Distributor 3,9.18,3,air,Route 21,Retailer 2,65046f98fc13ae02b6fd5753,500
Tablet,Distributor 4,6.12,4,road,Route 23,Retailer 5,65046f98fc13ae02b6fd5754,220
Phone,Distributor 1,5.68,4,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd5755,200
Laptop,Distributor 2,7.86,4,sea,Route 26,Retailer 2,65046f98fc13ae02b6fd5756,440
Tablet,Distributor 4,7.12,6,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd5757,220
Phone,Distributor 2,5.97,5,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd5758,190
Laptop,Distributor 3,7.82,5,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd5759,500
Tablet,Distributor 3,7.93,1,rail,Route 22,Retailer 2,65046f98fc13ae02b6fd575a,350
Phone,Distributor 1,5.58,5,rail,Route 22,Retailer 5,65046f98fc13ae02b6fd575b,200
Laptop,Distributor 1,4.52,6,road,Route 21,Retailer 1,65046f98fc13ae02b6fd575c,540
Tablet,Distributor 4,7.45,3,air,Route 21,Retailer 5,65046f98fc13ae02b6fd575d,220
Phone,Distributor 2,6.62,5,air,Route 26,Retailer 1,65046f98fc13ae02b6fd575e,190
Laptop,Distributor 4,6.35,2,road,Route 22,Retailer 5,65046f98fc13ae02b6fd575f,480
Tablet,Distributor 4,6.33,4,road,Route 22,Retailer 5,65046f98fc13ae02b6fd5760,220
Phone,Distributor 4,6.45,1,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd5761,250
Laptop,Distributor 1,8.15,1,rail,Route 22,Retailer 6,65046f98fc13ae02b6fd5762,540
Tablet,Distributor 3,9.1,4,air,Route 26,Retailer 4,65046f98fc13ae02b6fd5763,350
Phone,Distributor 1,6.84,4,road,Route 21,Retailer 6,65046f98fc13ae02b6fd5764,200
Laptop,Distributor 4,7.78,1,rail,Route 21,Retailer 4,65046f98fc13ae02b6fd5765,480
Tablet,Distributor 1,8.04,6,road,Route 22,Retailer 6,65046f98fc13ae02b6fd5766,200
Phone,Distributor 2,3.96,1,road,Route 23,Retailer 5,65046f98fc13ae02b6fd5767,190
Laptop,Distributor 3,4.15,2,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd5768,500
Tablet,Distributor 2,4.1,3,road,Route 24,Retailer 2,65046f98fc13ae02b6fd5769,170
Phone,Distributor 1,8.36,4,rail,Route 22,Retailer 6,65046f98fc13ae02b6fd576a,200
Laptop,Distributor 3,3.69,6,rail,Route 21,Retailer 2,65046f98fc13ae02b6fd576b,500
Tablet,Distributor 3,8.06,2,air,Route 26,Retailer 2,65046f98fc13ae02b6fd576c,350
Phone,Distributor 4,5.41,1,rail,Route 21,Retailer 4,65046f98fc13ae02b6fd576d,250
Laptop,Distributor 4,6.7,4,road,Route 22,Retailer 2,65046f98fc13ae02b6fd576e,480
Tablet,Distributor 4,9.53,3,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd576f,220
Phone,Distributor 4,5.61,1,road,Route 22,Retailer 1,65046f98fc13ae02b6fd5770,250
Laptop,Distributor 3,9.42,3,sea,Route 26,Retailer 2,65046f98fc13ae02b6fd5771,500
Tablet,Distributor 4,3.26,6,road,Route 23,Retailer 1,65046f98fc13ae02b6fd5772,220
Phone,Distributor 1,9.48,3,road,Route 22,Retailer 1,65046f98fc13ae02b6fd5773,200
Laptop,Distributor 1,9.72,3,rail,Route 22,Retailer 5,65046f98fc13ae02b6fd5774,540
Tablet,Distributor 1,8.95,1,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd5775,200
Phone,Distributor 3,4.19,5,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd5776,300
Laptop,Distributor 3,3.59,5,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd5777,500
Tablet,Distributor 4,6.38,5,road,Route 23,Retailer 4,65046f98fc13ae02b6fd5778,220
Phone,Distributor 3,7.87,6,road,Route 21,Retailer 3,65046f98fc13ae02b6fd5779,300
Laptop,Distributor 1,7.87,3,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd577a,540
Tablet,Distributor 3,3.24,5,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd577b,350
Phone,Distributor 2,3.63,3,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd577c,190
Laptop,Distributor 1,3.0,1,road,Route 24,Retailer 4,65046f98fc13ae02b6fd577d,540
Tablet,Distributor 3,7.49,5,rail,Route 21,Retailer 2,65046f98fc13ae02b6fd577e,350
Phone,Distributor 3,8.03,6,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd577f,300
Laptop,Distributor 3,3.27,2,air,Route 21,Retailer 1,65046f98fc13ae02b6fd5780,500
Tablet,Distributor 2,9.03,5,rail,Route 21,Retailer 3,65046f98fc13ae02b6fd5781,170
Phone,Distributor 1,5.75,3,air,Route 21,Retailer 5,65046f98fc13ae02b6fd5782,200
Laptop,Distributor 2,7.15,5,road,Route 23,Retailer 4,65046f98fc13ae02b6fd5783,440
Tablet,Distributor 4,8.85,3,air,Route 21,Retailer 2,65046f98fc13ae02b6fd5784,220
Phone,Distributor 3,8.51,1,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd5785,300
Laptop,Distributor 2,8.78,4,rail,Route 21,Retailer 2,65046f98fc13ae02b6fd5786,440
Tablet,Distributor 1,3.45,6,air,Route 26,Retailer 1,65046f98fc13ae02b6fd5787,200
Phone,Distributor 2,9.6,4,air,Route 21,Retailer 2,65046f98fc13ae02b6fd5788,190
Laptop,Distributor 3,9.75,5,road,Route 23,Retailer 2,65046f98fc13ae02b6fd5789,500
Tablet,Distributor 1,7.54,2,rail,Route 21,Retailer 4,65046f98fc13ae02b6fd578a,200
Phone,Distributor 4,9.61,2,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd578b,250
Laptop,Distributor 4,7.91,6,road,Route 23,Retailer 5,65046f98fc13ae02b6fd578c,480
Tablet,Distributor 4,8.18,4,rail,Route 22,Retailer 5,65046f98fc13ae02b6fd578d,220
Phone,Distributor 1,7.84,3,rail,Route 22,Retailer 2,65046f98fc13ae02b6fd578e,200
Laptop,Distributor 3,3.89,2,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd578f,500
Tablet,Distributor 3,8.65,5,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd5790,350
Phone,Distributor 4,9.37,3,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd5791,250
Laptop,Distributor 3,6.45,1,rail,Route 22,Retailer 6,65046f98fc13ae02b6fd5792,500
Tablet,Distributor 4,4.16,2,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd5793,220
Phone,Distributor 1,5.7,3,rail,Route 21,Retailer 1,65046f98fc13ae02b6fd5794,200
Laptop,Distributor 2,5.02,1,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd5795,440
Tablet,Distributor 1,7.93,5,air,Route 21,Retailer 1,65046f98fc13ae02b6fd5796,200
Phone,Distributor 1,7.51,5,air,Route 21,Retailer 5,65046f98fc13ae02b6fd5797,200
Laptop,Distributor 1,9.3,2,rail,Route 21,Retailer 2,65046f98fc13ae02b6fd5798,540
Tablet,Distributor 3,8.33,4,road,Route 24,Retailer 6,65046f98fc13ae02b6fd5799,350
Phone,Distributor 2,9.55,2,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd579a,190
Laptop,Distributor 2,7.16,3,air,Route 21,Retailer 1,65046f98fc13ae02b6fd579b,440
Tablet,Distributor 3,7.69,5,air,Route 26,Retailer 6,65046f98fc13ae02b6fd579c,350
Phone,Distributor 4,7.62,5,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd579d,250
Laptop,Distributor 4,9.88,4,road,Route 24,Retailer 1,65046f98fc13ae02b6fd579e,480
Tablet,Distributor 2,6.9,5,air,Route 21,Retailer 1,65046f98fc13ae02b6fd579f,170
Phone,Distributor 1,5.17,4,road,Route 24,Retailer 3,65046f98fc13ae02b6fd57a0,200
Laptop,Distributor 4,8.23,5,road,Route 21,Retailer 2,65046f98fc13ae02b6fd57a1,480
Tablet,Distributor 4,6.8,6,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd57a2,220
Phone,Distributor 2,8.53,3,road,Route 21,Retailer 2,65046f98fc13ae02b6fd57a3,190
Laptop,Distributor 3,9.88,3,air,Route 21,Retailer 6,65046f98fc13ae02b6fd57a4,500
Tablet,Distributor 2,8.36,3,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd57a5,170
Phone,Distributor 3,8.03,5,road,Route 21,Retailer 5,65046f98fc13ae02b6fd57a6,300
Laptop,Distributor 2,9.08,2,air,Route 21,Retailer 2,65046f98fc13ae02b6fd57a7,440
Tablet,Distributor 1,6.89,5,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd57a8,200
Phone,Distributor 4,8.78,5,sea,Route 26,Retailer 1,65046f98fc13ae02b6fd57a9,250
Laptop,Distributor 3,3.39,3,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd57aa,500
Tablet,Distributor 3,8.37,6,air,Route 21,Retailer 6,65046f98fc13ae02b6fd57ab,350
Phone,Distributor 2,5.68,2,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd57ac,190
Laptop,Distributor 1,4.08,6,air,Route 26,Retailer 5,65046f98fc13ae02b6fd57ad,540
Tablet,Distributor 2,7.19,4,road,Route 24,Retailer 3,65046f98fc13ae02b6fd57ae,170
Phone,Distributor 2,8.87,1,air,Route 21,Retailer 5,65046f98fc13ae02b6fd57af,190
Laptop,Distributor 4,7.36,6,air,Route 26,Retailer 3,65046f98fc13ae02b6fd57b0,480
Tablet,Distributor 3,4.98,5,road,Route 23,Retailer 4,65046f98fc13ae02b6fd57b1,350
Phone,Distributor 1,3.92,4,rail,Route 22,Retailer 1,65046f98fc13ae02b6fd57b2,200
Laptop,Distributor 3,7.11,1,air,Route 26,Retailer 6,65046f98fc13ae02b6fd57b3,500
Tablet,Distributor 1,5.71,4,road,Route 21,Retailer 4,65046f98fc13ae02b6fd57b4,200
Phone,Distributor 2,7.11,5,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd57b5,190
Laptop,Distributor 4,3.02,2,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd57b6,480
Tablet,Distributor 1,8.54,6,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd57b7,200
Phone,Distributor 4,5.54,3,air,Route 21,Retailer 6,65046f98fc13ae02b6fd57b8,250
Laptop,Distributor 2,3.3,1,rail,Route 22,Retailer 2,65046f98fc13ae02b6fd57b9,440
Tablet,Distributor 3,6.25,5,air,Route 21,Retailer 2,65046f98fc13ae02b6fd57ba,350
Phone,Distributor 1,6.71,5,road,Route 24,Retailer 2,65046f98fc13ae02b6fd57bb,200
Laptop,Distributor 3,4.21,6,air,Route 21,Retailer 5,65046f98fc13ae02b6fd57bc,500
Tablet,Distributor 4,3.8,6,air,Route 21,Retailer 6,65046f98fc13ae02b6fd57bd,220
Phone,Distributor 1,6.64,4,road,Route 22,Retailer 2,65046f98fc13ae02b6fd57be,200
Laptop,Distributor 1,7.53,3,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd57bf,540
Tablet,Distributor 4,4.93,1,air,Route 21,Retailer 2,65046f98fc13ae02b6fd57c0,220
Phone,Distributor 3,6.47,1,rail,Route 22,Retailer 5,65046f98fc13ae02b6fd57c1,300
Laptop,Distributor 3,6.46,2,air,Route 26,Retailer 5,65046f98fc13ae02b6fd57c2,500
Tablet,Distributor 1,9.23,3,road,Route 24,Retailer 3,65046f98fc13ae02b6fd57c3,200
Phone,Distributor 4,3.8,5,rail,Route 22,Retailer 1,65046f98fc13ae02b6fd57c4,250
Laptop,Distributor 4,4.1,1,road,Route 22,Retailer 3,65046f98fc13ae02b6fd57c5,480
Tablet,Distributor 2,5.76,2,air,Route 26,Retailer 5,65046f98fc13ae02b6fd57c6,170
Phone,Distributor 2,8.77,1,air,Route 26,Retailer 2,65046f98fc13ae02b6fd57c7,190
Laptop,Distributor 1,8.67,3,air,Route 26,Retailer 2,65046f98fc13ae02b6fd57c8,540
Tablet,Distributor 2,5.24,2,air,Route 26,Retailer 1,65046f98fc13ae02b6fd57c9,170
Phone,Distributor 4,4.96,3,air,Route 26,Retailer 5,65046f98fc13ae02b6fd57ca,250
Laptop,Distributor 2,3.64,3,rail,Route 22,Retailer 1,65046f98fc13ae02b6fd57cb,440
Tablet,Distributor 3,6.57,5,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd57cc,350
Phone,Distributor 1,3.98,6,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd57cd,200
Laptop,Distributor 3,4.46,5,air,Route 21,Retailer 1,65046f98fc13ae02b6fd57ce,500
Tablet,Distributor 4,4.03,4,air,Route 21,Retailer 5,65046f98fc13ae02b6fd57cf,220
Phone,Distributor 1,9.03,3,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd57d0,200
Laptop,Distributor 4,8.47,6,rail,Route 22,Retailer 3,65046f98fc13ae02b6fd57d1,480
Tablet,Distributor 4,3.91,2,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd57d2,220
Phone,Distributor 4,7.38,1,air,Route 26,Retailer 6,65046f98fc13ae02b6fd57d3,250
Laptop,Distributor 1,8.01,5,air,Route 26,Retailer 5,65046f98fc13ae02b6fd57d4,540
Tablet,Distributor 4,7.74,3,sea,Route 26,Retailer 3,65046f98fc13ae02b6fd57d5,220
Phone,Distributor 3,5.16,3,road,Route 21,Retailer 5,65046f98fc13ae02b6fd57d6,300
Laptop,Distributor 2,8.28,5,sea,Route 26,Retailer 6,65046f98fc13ae02b6fd57d7,440
Tablet,Distributor 4,5.84,5,sea,Route 26,Retailer 5,65046f98fc13ae02b6fd57d8,220
Phone,Distributor 1,5.14,1,air,Route 21,Retailer 3,65046f98fc13ae02b6fd57d9,200
Laptop,Distributor 4,9.36,5,road,Route 22,Retailer 4,65046f98fc13ae02b6fd57da,480
Tablet,Distributor 3,7.87,1,road,Route 21,Retailer 4,65046f98fc13ae02b6fd57db,350
Phone,Distributor 2,9.06,5,rail,Route 21,Retailer 3,65046f98fc13ae02b6fd57dc,190
Laptop,Distributor 4,9.68,2,sea,Route 26,Retailer 2,65046f98fc13ae02b6fd57dd,480
Tablet,Distributor 1,6.88,2,rail,Route 22,Retailer 4,65046f98fc13ae02b6fd57de,200
Phone,Distributor 1,8.09,4,rail,Route 22,Retailer 6,65046f98fc13ae02b6fd57df,200
Laptop,Distributor 2,5.69,5,rail,Route 22,Retailer 5,65046f98fc13ae02b6fd57e0,440
Tablet,Distributor 1,8.21,3,rail,Route 22,Retailer 6,65046f98fc13ae02b6fd57e1,200
Phone,Distributor 4,3.71,2,sea,Route 26,Retailer 4,65046f98fc13ae02b6fd57e2,250
