Product Type,Retailer name,Retailer product sold,Retailer shipping cost,Retailer shipping time,Retailer transport mode,Retailer routes ,Product ID,Retailer cost
Laptop,Retailer 3,yes,0.54,3,UPS,Route 32,65046f98fc13ae02b6fd5636,1200
Tablet,Retailer 4,yes,2.55,4,FedX,Route 31,65046f98fc13ae02b6fd5637,1000
Phone,Retailer 1,yes,2.34,5,UPS,Route 36,65046f98fc13ae02b6fd5638,600
Laptop,Retailer 6,yes,0.38,2,UPS,Route 36,65046f98fc13ae02b6fd5639,1100
Tablet,Retailer 3,yes,1.33,1,FedX,Route 31,65046f98fc13ae02b6fd563a,700
Phone,Retailer 2,yes,0.86,5,UPS,Route 33,65046f98fc13ae02b6fd563b,620
Laptop,Retailer 6,yes,1.49,2,FedX,Route 33,65046f98fc13ae02b6fd563c,1100
Tablet,Retailer 6,no,2.6,1,UPS,Route 34,65046f98fc13ae02b6fd563d,820
Phone,Retailer 2,yes,2.65,4,FedX,Route 33,65046f98fc13ae02b6fd563e,620
Laptop,Retailer 3,yes,0.9,4,FedX,Route 31,65046f98fc13ae02b6fd563f,1200
Tablet,Retailer 6,yes,0.29,1,UPS,Route 31,65046f98fc13ae02b6fd5640,820
Phone,Retailer 4,yes,2.72,2,FedX,Route 35,65046f98fc13ae02b6fd5641,700
Laptop,Retailer 4,yes,1.61,5,UPS,Route 31,65046f98fc13ae02b6fd5642,1400
Tablet,Retailer 3,yes,1.66,5,UPS,Route 35,65046f98fc13ae02b6fd5643,700
Phone,Retailer 2,yes,1.05,5,FedX,Route 33,65046f98fc13ae02b6fd5644,620
Laptop,Retailer 5,yes,2.65,4,UPS,Route 33,65046f98fc13ae02b6fd5645,1000
Tablet,Retailer 2,yes,1.16,4,UPS,Route 34,65046f98fc13ae02b6fd5646,800
Phone,Retailer 1,yes,0.35,1,FedX,Route 32,65046f98fc13ae02b6fd5647,600
Laptop,Retailer 2,yes,0.21,3,FedX,Route 35,65046f98fc13ae02b6fd5648,1000
Tablet,Retailer 4,yes,1.24,2,FedX,Route 32,65046f98fc13ae02b6fd5649,1000
Phone,Retailer 4,yes,0.73,1,FedX,Route 32,65046f98fc13ae02b6fd564a,700
Laptop,Retailer 1,yes,2.12,5,UPS,Route 33,65046f98fc13ae02b6fd564b,1070
Tablet,Retailer 5,yes,1.74,2,FedX,Route 31,65046f98fc13ae02b6fd564c,650
Phone,Retailer 5,yes,0.68,4,FedX,Route 34,65046f98fc13ae02b6fd564d,600
Laptop,Retailer 5,yes,2.26,1,FedX,Route 36,65046f98fc13ae02b6fd564e,1000
Tablet,Retailer 2,yes,0.37,1,UPS,Route 32,65046f98fc13ae02b6fd564f,800
Phone,Retailer 4,yes,1.95,3,UPS,Route 35,65046f98fc13ae02b6fd5650,700
Laptop,Retailer 2,yes,2.2,2,FedX,Route 32,65046f98fc13ae02b6fd5651,1000
Tablet,Retailer 5,yes,0.02,3,UPS,Route 36,65046f98fc13ae02b6fd5652,650
Phone,Retailer 6,yes,1.38,2,FedX,Route 32,65046f98fc13ae02b6fd5653,590
Laptop,Retailer 4,yes,1.6,4,UPS,Route 35,65046f98fc13ae02b6fd5654,1400
Tablet,Retailer 3,yes,0.93,4,FedX,Route 32,65046f98fc13ae02b6fd5655,700
Phone,Retailer 1,yes,2.93,5,UPS,Route 33,65046f98fc13ae02b6fd5656,600
Laptop,Retailer 4,yes,0.4,3,FedX,Route 34,65046f98fc13ae02b6fd5657,1400
Tablet,Retailer 2,yes,2.37,4,UPS,Route 35,65046f98fc13ae02b6fd5658,800
Phone,Retailer 3,yes,1.79,1,UPS,Route 35,65046f98fc13ae02b6fd5659,650
Laptop,Retailer 1,yes,0.47,3,FedX,Route 33,65046f98fc13ae02b6fd565a,1070
Tablet,Retailer 1,yes,0.22,5,UPS,Route 36,65046f98fc13ae02b6fd565b,800
Phone,Retailer 6,yes,0.45,5,FedX,Route 31,65046f98fc13ae02b6fd565c,590
Laptop,Retailer 3,yes,0.76,2,FedX,Route 34,65046f98fc13ae02b6fd565d,1200
Tablet,Retailer 1,yes,2.09,2,FedX,Route 34,65046f98fc13ae02b6fd565e,800
Phone,Retailer 4,yes,2.98,2,FedX,Route 33,65046f98fc13ae02b6fd565f,700
Laptop,Retailer 2,yes,0.9,3,FedX,Route 34,65046f98fc13ae02b6fd5660,1000
Tablet,Retailer 3,yes,1.08,5,FedX,Route 32,65046f98fc13ae02b6fd5661,700
Phone,Retailer 1,yes,1.41,5,FedX,Route 34,65046f98fc13ae02b6fd5662,600
Laptop,Retailer 4,yes,0.99,3,FedX,Route 34,65046f98fc13ae02b6fd5663,1400
Tablet,Retailer 6,yes,0.83,3,UPS,Route 36,65046f98fc13ae02b6fd5664,820
Phone,Retailer 5,yes,2.64,3,FedX,Route 31,65046f98fc13ae02b6fd5665,600
Laptop,Retailer 2,yes,1.5,3,UPS,Route 32,65046f98fc13ae02b6fd5666,1000
Tablet,Retailer 2,yes,2.44,1,FedX,Route 32,65046f98fc13ae02b6fd5667,800
Phone,Retailer 5,yes,1.59,1,FedX,Route 31,65046f98fc13ae02b6fd5668,600
Laptop,Retailer 2,yes,0.62,3,UPS,Route 35,65046f98fc13ae02b6fd5669,1000
Tablet,Retailer 6,yes,2.4,2,UPS,Route 33,65046f98fc13ae02b6fd566a,820
Phone,Retailer 1,yes,0.13,4,UPS,Route 34,65046f98fc13ae02b6fd566b,600
Laptop,Retailer 5,yes,0.0,5,FedX,Route 35,65046f98fc13ae02b6fd566c,1000
Tablet,Retailer 3,no,0.34,2,FedX,Route 36,65046f98fc13ae02b6fd566d,700
Phone,Retailer 6,yes,0.62,5,UPS,Route 36,65046f98fc13ae02b6fd566e,590
Laptop,Retailer 2,yes,0.91,2,UPS,Route 35,65046f98fc13ae02b6fd566f,1000
Tablet,Retailer 2,yes,1.53,4,UPS,Route 34,65046f98fc13ae02b6fd5670,800
Phone,Retailer 2,yes,0.15,1,FedX,Route 35,65046f98fc13ae02b6fd5671,620
Laptop,Retailer 3,yes,0.9,1,FedX,Route 33,65046f98fc13ae02b6fd5672,1200
Tablet,Retailer 4,yes,2.47,4,FedX,Route 31,65046f98fc13ae02b6fd5673,1000
Phone,Retailer 1,yes,2.83,2,UPS,Route 34,65046f98fc13ae02b6fd5674,600
Laptop,Retailer 4,yes,0.44,2,FedX,Route 31,65046f98fc13ae02b6fd5675,1400
Tablet,Retailer 5,no,1.56,1,FedX,Route 32,65046f98fc13ae02b6fd5676,650
Phone,Retailer 3,yes,0.05,4,UPS,Route 33,65046f98fc13ae02b6fd5677,650
Laptop,Retailer 5,yes,2.76,3,UPS,Route 36,65046f98fc13ae02b6fd5678,1000
Tablet,Retailer 5,yes,1.65,3,UPS,Route 36,65046f98fc13ae02b6fd5679,650
Phone,Retailer 2,yes,0.36,4,UPS,Route 35,65046f98fc13ae02b6fd567a,620
Laptop,Retailer 6,yes,1.01,4,FedX,Route 31,65046f98fc13ae02b6fd567b,1100
Tablet,Retailer 6,yes,1.98,3,UPS,Route 35,65046f98fc13ae02b6fd567c,820
Phone,Retailer 1,yes,2.78,3,UPS,Route 32,65046f98fc13ae02b6fd567d,600
Laptop,Retailer 5,yes,1.04,4,UPS,Route 32,65046f98fc13ae02b6fd567e,1000
Tablet,Retailer 1,yes,0.8,2,UPS,Route 36,65046f98fc13ae02b6fd567f,800
Phone,Retailer 2,yes,0.89,3,UPS,Route 33,65046f98fc13ae02b6fd5680,620
Laptop,Retailer 6,yes,1.85,4,UPS,Route 36,65046f98fc13ae02b6fd5681,1100
Tablet,Retailer 5,yes,2.14,1,FedX,Route 36,65046f98fc13ae02b6fd5682,650
Phone,Retailer 6,yes,1.82,2,UPS,Route 33,65046f98fc13ae02b6fd5683,590
Laptop,Retailer 4,yes,0.23,4,UPS,Route 34,65046f98fc13ae02b6fd5684,1400
Tablet,Retailer 1,yes,1.56,3,UPS,Route 34,65046f98fc13ae02b6fd5685,800
Phone,Retailer 3,yes,2.41,4,UPS,Route 33,65046f98fc13ae02b6fd5686,650
Laptop,Retailer 6,yes,0.45,2,FedX,Route 36,65046f98fc13ae02b6fd5687,1100
Tablet,Retailer 2,yes,1.81,5,FedX,Route 33,65046f98fc13ae02b6fd5688,800
Phone,Retailer 1,yes,2.36,1,FedX,Route 32,65046f98fc13ae02b6fd5689,600
Laptop,Retailer 2,yes,0.52,5,UPS,Route 32,65046f98fc13ae02b6fd568a,1000
Tablet,Retailer 4,yes,0.78,2,FedX,Route 31,65046f98fc13ae02b6fd568b,1000
Phone,Retailer 1,no,2.11,1,FedX,Route 35,65046f98fc13ae02b6fd568c,600
Laptop,Retailer 5,yes,2.9,3,UPS,Route 32,65046f98fc13ae02b6fd568d,1000
Tablet,Retailer 2,yes,2.04,5,UPS,Route 34,65046f98fc13ae02b6fd568e,800
Phone,Retailer 4,yes,0.55,3,FedX,Route 35,65046f98fc13ae02b6fd568f,700
Laptop,Retailer 1,yes,2.8,3,FedX,Route 32,65046f98fc13ae02b6fd5690,1070
Tablet,Retailer 4,yes,2.39,2,FedX,Route 31,65046f98fc13ae02b6fd5691,1000
Phone,Retailer 5,yes,1.69,1,UPS,Route 35,65046f98fc13ae02b6fd5692,600
Laptop,Retailer 6,yes,1.71,3,UPS,Route 33,65046f98fc13ae02b6fd5693,1100
Tablet,Retailer 5,no,1.43,1,FedX,Route 33,65046f98fc13ae02b6fd5694,650
Phone,Retailer 4,yes,1.3,3,UPS,Route 33,65046f98fc13ae02b6fd5695,700
Laptop,Retailer 3,yes,0.67,4,UPS,Route 35,65046f98fc13ae02b6fd5696,1200
Tablet,Retailer 1,yes,0.72,3,UPS,Route 35,65046f98fc13ae02b6fd5697,800
Phone,Retailer 1,yes,0.82,2,UPS,Route 33,65046f98fc13ae02b6fd5698,600
Laptop,Retailer 5,yes,0.08,2,UPS,Route 32,65046f98fc13ae02b6fd5699,1000
Tablet,Retailer 1,yes,0.73,4,UPS,Route 35,65046f98fc13ae02b6fd569a,800
Phone,Retailer 5,yes,2.04,3,UPS,Route 33,65046f98fc13ae02b6fd569b,600
Laptop,Retailer 1,yes,2.0,5,UPS,Route 31,65046f98fc13ae02b6fd569c,1070
Tablet,Retailer 4,yes,1.93,3,FedX,Route 33,65046f98fc13ae02b6fd569d,1000
Phone,Retailer 4,yes,1.44,3,FedX,Route 36,65046f98fc13ae02b6fd569e,700
Laptop,Retailer 2,yes,2.8,4,FedX,Route 32,65046f98fc13ae02b6fd569f,1000
Tablet,Retailer 6,yes,1.79,2,UPS,Route 36,65046f98fc13ae02b6fd56a0,820
Phone,Retailer 3,yes,0.92,4,UPS,Route 33,65046f98fc13ae02b6fd56a1,650
Laptop,Retailer 5,yes,2.47,3,FedX,Route 32,65046f98fc13ae02b6fd56a2,1000
Tablet,Retailer 3,yes,1.32,2,UPS,Route 33,65046f98fc13ae02b6fd56a3,700
Phone,Retailer 6,yes,0.75,1,UPS,Route 36,65046f98fc13ae02b6fd56a4,590
Laptop,Retailer 5,yes,1.9,5,UPS,Route 36,65046f98fc13ae02b6fd56a5,1000
Tablet,Retailer 6,yes,0.2,2,UPS,Route 32,65046f98fc13ae02b6fd56a6,820
Phone,Retailer 3,yes,2.0,4,UPS,Route 33,65046f98fc13ae02b6fd56a7,650
Laptop,Retailer 1,no,0.87,4,UPS,Route 32,65046f98fc13ae02b6fd56a8,1070
Tablet,Retailer 4,yes,2.21,2,UPS,Route 33,65046f98fc13ae02b6fd56a9,1000
Phone,Retailer 1,yes,2.33,3,FedX,Route 36,65046f98fc13ae02b6fd56aa,600
Laptop,Retailer 2,yes,2.31,2,UPS,Route 33,65046f98fc13ae02b6fd56ab,1000
Tablet,Retailer 1,yes,2.64,1,FedX,Route 36,65046f98fc13ae02b6fd56ac,800
Phone,Retailer 2,yes,0.11,5,FedX,Route 35,65046f98fc13ae02b6fd56ad,620
Laptop,Retailer 5,yes,1.65,1,FedX,Route 32,65046f98fc13ae02b6fd56ae,1000
Tablet,Retailer 5,yes,1.17,1,UPS,Route 33,65046f98fc13ae02b6fd56af,650
Phone,Retailer 1,yes,1.64,4,UPS,Route 33,65046f98fc13ae02b6fd56b0,600
Laptop,Retailer 5,yes,0.46,2,FedX,Route 36,65046f98fc13ae02b6fd56b1,1000
Tablet,Retailer 2,yes,1.94,1,FedX,Route 32,65046f98fc13ae02b6fd56b2,800
Phone,Retailer 5,yes,0.07,4,FedX,Route 36,65046f98fc13ae02b6fd56b3,600
Laptop,Retailer 6,yes,1.85,3,FedX,Route 36,65046f98fc13ae02b6fd56b4,1100
Tablet,Retailer 6,yes,0.54,5,UPS,Route 31,65046f98fc13ae02b6fd56b5,820
Phone,Retailer 1,yes,2.9,4,UPS,Route 31,65046f98fc13ae02b6fd56b6,600
Laptop,Retailer 1,yes,0.95,3,UPS,Route 32,65046f98fc13ae02b6fd56b7,1070
Tablet,Retailer 3,yes,2.07,4,UPS,Route 36,65046f98fc13ae02b6fd56b8,700
Phone,Retailer 6,yes,2.1,2,UPS,Route 34,65046f98fc13ae02b6fd56b9,590
Laptop,Retailer 3,yes,1.48,4,FedX,Route 33,65046f98fc13ae02b6fd56ba,1200
Tablet,Retailer 5,yes,0.42,3,FedX,Route 35,65046f98fc13ae02b6fd56bb,650
Phone,Retailer 3,yes,1.93,4,UPS,Route 31,65046f98fc13ae02b6fd56bc,650
Laptop,Retailer 6,yes,1.93,4,UPS,Route 32,65046f98fc13ae02b6fd56bd,1100
Tablet,Retailer 4,yes,2.51,1,FedX,Route 36,65046f98fc13ae02b6fd56be,1000
Phone,Retailer 5,yes,1.17,1,UPS,Route 33,65046f98fc13ae02b6fd56bf,600
Laptop,Retailer 2,no,2.88,5,FedX,Route 32,65046f98fc13ae02b6fd56c0,1000
Tablet,Retailer 4,yes,1.23,1,UPS,Route 36,65046f98fc13ae02b6fd56c1,1000
Phone,Retailer 3,yes,0.03,4,UPS,Route 35,65046f98fc13ae02b6fd56c2,650
Laptop,Retailer 1,yes,1.63,2,FedX,Route 36,65046f98fc13ae02b6fd56c3,1070
Tablet,Retailer 6,yes,1.8,1,FedX,Route 34,65046f98fc13ae02b6fd56c4,820
Phone,Retailer 2,yes,0.48,5,UPS,Route 36,65046f98fc13ae02b6fd56c5,620
Laptop,Retailer 3,yes,2.0,5,FedX,Route 32,65046f98fc13ae02b6fd56c6,1200
Tablet,Retailer 5,yes,0.54,1,FedX,Route 35,65046f98fc13ae02b6fd56c7,650
Phone,Retailer 5,yes,1.08,5,UPS,Route 33,65046f98fc13ae02b6fd56c8,600
Laptop,Retailer 4,yes,1.16,3,FedX,Route 34,65046f98fc13ae02b6fd56c9,1400
Tablet,Retailer 4,yes,2.63,4,FedX,Route 34,65046f98fc13ae02b6fd56ca,1000
Phone,Retailer 1,yes,1.88,3,UPS,Route 32,65046f98fc13ae02b6fd56cb,600
Laptop,Retailer 4,yes,0.46,2,UPS,Route 35,65046f98fc13ae02b6fd56cc,1400
Tablet,Retailer 5,yes,1.81,2,FedX,Route 31,65046f98fc13ae02b6fd56cd,650
Phone,Retailer 6,yes,0.82,4,UPS,Route 33,65046f98fc13ae02b6fd56ce,590
Laptop,Retailer 4,yes,2.27,5,FedX,Route 31,65046f98fc13ae02b6fd56cf,1400
Tablet,Retailer 1,yes,0.44,1,FedX,Route 32,65046f98fc13ae02b6fd56d0,800
Phone,Retailer 1,yes,1.86,1,UPS,Route 31,65046f98fc13ae02b6fd56d1,600
Laptop,Retailer 2,yes,0.16,2,FedX,Route 32,65046f98fc13ae02b6fd56d2,1000
Tablet,Retailer 5,yes,2.46,3,UPS,Route 35,65046f98fc13ae02b6fd56d3,650
Phone,Retailer 4,yes,2.24,5,UPS,Route 35,65046f98fc13ae02b6fd56d4,700
Laptop,Retailer 6,yes,2.86,2,UPS,Route 35,65046f98fc13ae02b6fd56d5,1100
Tablet,Retailer 1,yes,1.14,4,UPS,Route 31,65046f98fc13ae02b6fd56d6,800
Phone,Retailer 4,yes,1.14,1,FedX,Route 31,65046f98fc13ae02b6fd56d7,700
Laptop,Retailer 1,yes,0.58,5,FedX,Route 34,65046f98fc13ae02b6fd56d8,1070
Tablet,Retailer 4,yes,2.04,2,FedX,Route 32,65046f98fc13ae02b6fd56d9,1000
Phone,Retailer 1,yes,2.3,1,UPS,Route 35,65046f98fc13ae02b6fd56da,600
Laptop,Retailer 6,yes,1.76,2,UPS,Route 36,65046f98fc13ae02b6fd56db,1100
Tablet,Retailer 6,no,2.67,4,UPS,Route 35,65046f98fc13ae02b6fd56dc,820
Phone,Retailer 2,yes,1.09,4,FedX,Route 34,65046f98fc13ae02b6fd56dd,620
Laptop,Retailer 4,yes,1.8,5,UPS,Route 34,65046f98fc13ae02b6fd56de,1400
Tablet,Retailer 4,yes,0.62,1,UPS,Route 33,65046f98fc13ae02b6fd56df,1000
Phone,Retailer 2,yes,0.81,3,UPS,Route 34,65046f98fc13ae02b6fd56e0,620
Laptop,Retailer 4,yes,0.48,2,UPS,Route 32,65046f98fc13ae02b6fd56e1,1400
Tablet,Retailer 4,yes,1.14,5,FedX,Route 35,65046f98fc13ae02b6fd56e2,1000
Phone,Retailer 2,yes,1.04,4,FedX,Route 34,65046f98fc13ae02b6fd56e3,620
Laptop,Retailer 1,yes,0.22,2,FedX,Route 33,65046f98fc13ae02b6fd56e4,1070
Tablet,Retailer 2,yes,1.55,4,FedX,Route 36,65046f98fc13ae02b6fd56e5,800
Phone,Retailer 1,yes,0.88,1,UPS,Route 32,65046f98fc13ae02b6fd56e6,600
Laptop,Retailer 4,yes,1.67,3,UPS,Route 32,65046f98fc13ae02b6fd56e7,1400
Tablet,Retailer 6,yes,1.76,4,UPS,Route 36,65046f98fc13ae02b6fd56e8,820
Phone,Retailer 1,yes,1.04,5,UPS,Route 32,65046f98fc13ae02b6fd56e9,600
Laptop,Retailer 4,yes,0.62,3,UPS,Route 32,65046f98fc13ae02b6fd56ea,1400
Tablet,Retailer 1,yes,2.27,5,FedX,Route 36,65046f98fc13ae02b6fd56eb,800
Phone,Retailer 4,yes,0.53,2,FedX,Route 36,65046f98fc13ae02b6fd56ec,700
Laptop,Retailer 5,yes,0.79,1,UPS,Route 35,65046f98fc13ae02b6fd56ed,1000
Tablet,Retailer 1,yes,2.26,4,FedX,Route 33,65046f98fc13ae02b6fd56ee,800
Phone,Retailer 1,yes,1.8,4,UPS,Route 34,65046f98fc13ae02b6fd56ef,600
Laptop,Retailer 1,yes,2.26,1,UPS,Route 31,65046f98fc13ae02b6fd56f0,1070
Tablet,Retailer 5,yes,2.0,4,UPS,Route 32,65046f98fc13ae02b6fd56f1,650
Phone,Retailer 6,yes,0.14,3,UPS,Route 32,65046f98fc13ae02b6fd56f2,590
Laptop,Retailer 5,yes,0.29,2,UPS,Route 35,65046f98fc13ae02b6fd56f3,1000
Tablet,Retailer 4,yes,2.16,4,UPS,Route 34,65046f98fc13ae02b6fd56f4,1000
Phone,Retailer 2,yes,2.92,5,UPS,Route 35,65046f98fc13ae02b6fd56f5,620
Laptop,Retailer 1,yes,0.89,4,FedX,Route 35,65046f98fc13ae02b6fd56f6,1070
Tablet,Retailer 1,yes,2.36,4,UPS,Route 36,65046f98fc13ae02b6fd56f7,800
Phone,Retailer 2,yes,0.68,1,FedX,Route 35,65046f98fc13ae02b6fd56f8,620
Laptop,Retailer 2,yes,1.48,5,UPS,Route 31,65046f98fc13ae02b6fd56f9,1000
Tablet,Retailer 3,yes,0.51,1,FedX,Route 32,65046f98fc13ae02b6fd56fa,700
Phone,Retailer 5,yes,1.85,3,FedX,Route 36,65046f98fc13ae02b6fd56fb,600
Laptop,Retailer 1,yes,1.62,5,FedX,Route 35,65046f98fc13ae02b6fd56fc,1070
Tablet,Retailer 6,yes,2.44,3,UPS,Route 32,65046f98fc13ae02b6fd56fd,820
Phone,Retailer 2,yes,2.34,1,FedX,Route 35,65046f98fc13ae02b6fd56fe,620
Laptop,Retailer 4,yes,2.43,5,UPS,Route 31,65046f98fc13ae02b6fd56ff,1400
Tablet,Retailer 4,yes,2.91,4,UPS,Route 32,65046f98fc13ae02b6fd5700,1000
Phone,Retailer 3,yes,1.95,5,UPS,Route 36,65046f98fc13ae02b6fd5701,650
Laptop,Retailer 6,yes,2.18,3,FedX,Route 35,65046f98fc13ae02b6fd5702,1100
Tablet,Retailer 3,yes,1.09,3,FedX,Route 32,65046f98fc13ae02b6fd5703,700
Phone,Retailer 1,yes,2.23,4,UPS,Route 31,65046f98fc13ae02b6fd5704,600
Laptop,Retailer 1,yes,0.28,1,FedX,Route 35,65046f98fc13ae02b6fd5705,1070
Tablet,Retailer 6,yes,0.38,2,UPS,Route 36,65046f98fc13ae02b6fd5706,820
Phone,Retailer 3,yes,0.19,2,UPS,Route 36,65046f98fc13ae02b6fd5707,650
Laptop,Retailer 1,no,1.24,5,UPS,Route 36,65046f98fc13ae02b6fd5708,1070
Tablet,Retailer 4,yes,2.77,2,FedX,Route 36,65046f98fc13ae02b6fd5709,1000
Phone,Retailer 5,yes,2.87,3,FedX,Route 36,65046f98fc13ae02b6fd570a,600
Laptop,Retailer 4,yes,2.18,2,UPS,Route 32,65046f98fc13ae02b6fd570b,1400
Tablet,Retailer 5,yes,1.98,2,UPS,Route 34,65046f98fc13ae02b6fd570c,650
Phone,Retailer 6,yes,1.2,2,FedX,Route 36,65046f98fc13ae02b6fd570d,590
Laptop,Retailer 4,yes,2.36,2,UPS,Route 32,65046f98fc13ae02b6fd570e,1400
Tablet,Retailer 3,yes,2.12,3,FedX,Route 34,65046f98fc13ae02b6fd570f,700
Phone,Retailer 2,yes,2.47,1,FedX,Route 36,65046f98fc13ae02b6fd5710,620
Laptop,Retailer 3,yes,0.54,2,UPS,Route 34,65046f98fc13ae02b6fd5711,1200
Tablet,Retailer 2,yes,2.39,3,FedX,Route 32,65046f98fc13ae02b6fd5712,800
Phone,Retailer 5,yes,0.73,4,UPS,Route 35,65046f98fc13ae02b6fd5713,600
Laptop,Retailer 2,yes,0.92,5,UPS,Route 32,65046f98fc13ae02b6fd5714,1000
Tablet,Retailer 5,yes,2.79,4,FedX,Route 31,65046f98fc13ae02b6fd5715,650
Phone,Retailer 3,yes,0.78,5,FedX,Route 34,65046f98fc13ae02b6fd5716,650
Laptop,Retailer 5,yes,1.06,4,UPS,Route 34,65046f98fc13ae02b6fd5717,1000
Tablet,Retailer 2,yes,0.36,1,UPS,Route 33,65046f98fc13ae02b6fd5718,800
Phone,Retailer 6,yes,0.42,1,UPS,Route 35,65046f98fc13ae02b6fd5719,590
Laptop,Retailer 1,yes,1.84,3,UPS,Route 31,65046f98fc13ae02b6fd571a,1070
Tablet,Retailer 6,yes,2.03,3,UPS,Route 32,65046f98fc13ae02b6fd571b,820
Phone,Retailer 1,yes,0.67,3,UPS,Route 32,65046f98fc13ae02b6fd571c,600
Laptop,Retailer 3,yes,1.41,4,FedX,Route 33,65046f98fc13ae02b6fd571d,1200
Tablet,Retailer 6,yes,1.34,4,FedX,Route 31,65046f98fc13ae02b6fd571e,820
Phone,Retailer 1,yes,1.06,1,FedX,Route 31,65046f98fc13ae02b6fd571f,600
Laptop,Retailer 3,yes,1.92,3,UPS,Route 36,65046f98fc13ae02b6fd5720,1200
Tablet,Retailer 5,yes,1.32,3,UPS,Route 31,65046f98fc13ae02b6fd5721,650
Phone,Retailer 4,yes,0.84,1,UPS,Route 32,65046f98fc13ae02b6fd5722,700
Laptop,Retailer 6,yes,0.29,2,UPS,Route 35,65046f98fc13ae02b6fd5723,1100
Tablet,Retailer 3,yes,0.45,3,FedX,Route 34,65046f98fc13ae02b6fd5724,700
Phone,Retailer 2,yes,1.74,3,UPS,Route 34,65046f98fc13ae02b6fd5725,620
Laptop,Retailer 6,yes,2.97,1,UPS,Route 32,65046f98fc13ae02b6fd5726,1100
Tablet,Retailer 3,yes,1.78,1,UPS,Route 31,65046f98fc13ae02b6fd5727,700
Phone,Retailer 5,yes,0.7,5,FedX,Route 35,65046f98fc13ae02b6fd5728,600
Laptop,Retailer 1,yes,2.91,4,FedX,Route 34,65046f98fc13ae02b6fd5729,1070
Tablet,Retailer 2,yes,2.85,5,UPS,Route 33,65046f98fc13ae02b6fd572a,800
Phone,Retailer 6,yes,1.24,3,FedX,Route 31,65046f98fc13ae02b6fd572b,590
Laptop,Retailer 3,yes,0.43,4,UPS,Route 33,65046f98fc13ae02b6fd572c,1200
Tablet,Retailer 2,yes,0.83,1,UPS,Route 36,65046f98fc13ae02b6fd572d,800
Phone,Retailer 6,yes,0.43,2,UPS,Route 32,65046f98fc13ae02b6fd572e,590
Laptop,Retailer 3,yes,1.21,1,UPS,Route 32,65046f98fc13ae02b6fd572f,1200
Tablet,Retailer 6,yes,2.89,4,UPS,Route 33,65046f98fc13ae02b6fd5730,820
Phone,Retailer 4,yes,0.94,5,FedX,Route 31,65046f98fc13ae02b6fd5731,700
Laptop,Retailer 4,yes,0.21,2,UPS,Route 32,65046f98fc13ae02b6fd5732,1400
Tablet,Retailer 5,yes,1.52,4,UPS,Route 36,65046f98fc13ae02b6fd5733,650
Phone,Retailer 4,yes,1.71,2,UPS,Route 33,65046f98fc13ae02b6fd5734,700
Laptop,Retailer 6,yes,1.01,2,UPS,Route 36,65046f98fc13ae02b6fd5735,1100
Tablet,Retailer 1,yes,2.33,1,UPS,Route 34,65046f98fc13ae02b6fd5736,800
Phone,Retailer 2,yes,2.48,3,UPS,Route 36,65046f98fc13ae02b6fd5737,620
Laptop,Retailer 6,yes,2.02,3,FedX,Route 34,65046f98fc13ae02b6fd5738,1100
Tablet,Retailer 6,yes,0.95,3,FedX,Route 32,65046f98fc13ae02b6fd5739,820
Phone,Retailer 6,yes,2.05,5,FedX,Route 31,65046f98fc13ae02b6fd573a,590
Laptop,Retailer 4,yes,2.87,3,UPS,Route 35,65046f98fc13ae02b6fd573b,1400
Tablet,Retailer 2,yes,0.27,1,FedX,Route 34,65046f98fc13ae02b6fd573c,800
Phone,Retailer 6,yes,0.64,2,FedX,Route 35,65046f98fc13ae02b6fd573d,590
Laptop,Retailer 1,yes,0.45,3,FedX,Route 34,65046f98fc13ae02b6fd573e,1070
Tablet,Retailer 3,yes,0.68,2,FedX,Route 32,65046f98fc13ae02b6fd573f,700
Phone,Retailer 1,yes,0.52,3,FedX,Route 31,65046f98fc13ae02b6fd5740,600
Laptop,Retailer 6,yes,2.64,3,FedX,Route 33,65046f98fc13ae02b6fd5741,1100
Tablet,Retailer 2,yes,1.85,2,UPS,Route 31,65046f98fc13ae02b6fd5742,800
Phone,Retailer 2,yes,0.73,3,UPS,Route 36,65046f98fc13ae02b6fd5743,620
Laptop,Retailer 5,yes,0.36,3,UPS,Route 31,65046f98fc13ae02b6fd5744,1000
Tablet,Retailer 3,yes,2.83,3,UPS,Route 33,65046f98fc13ae02b6fd5745,700
Phone,Retailer 1,yes,2.03,4,UPS,Route 33,65046f98fc13ae02b6fd5746,600
Laptop,Retailer 5,yes,1.81,5,UPS,Route 34,65046f98fc13ae02b6fd5747,1000
Tablet,Retailer 3,yes,3.0,3,UPS,Route 32,65046f98fc13ae02b6fd5748,700
Phone,Retailer 4,yes,3.0,3,FedX,Route 35,65046f98fc13ae02b6fd5749,700
Laptop,Retailer 6,yes,1.02,2,FedX,Route 31,65046f98fc13ae02b6fd574a,1100
Tablet,Retailer 2,yes,1.98,1,UPS,Route 34,65046f98fc13ae02b6fd574b,800
Phone,Retailer 5,yes,1.63,1,FedX,Route 35,65046f98fc13ae02b6fd574c,600
Laptop,Retailer 2,yes,2.77,3,UPS,Route 31,65046f98fc13ae02b6fd574d,1000
Tablet,Retailer 2,yes,2.23,4,UPS,Route 33,65046f98fc13ae02b6fd574e,800
Phone,Retailer 6,yes,1.38,1,FedX,Route 33,65046f98fc13ae02b6fd574f,590
